image1,image2,identity1,identity2,demographic1,demographic2,gender1,gender2,age1,age2,label,cosine_similarity,euclidean_distance,cosine_distance
data\processed\bfw\asian\n007664\0085_01.jpg,data\processed\bfw\asian\n002725\0007_03.jpg,n007664,n002725,asian,asian,females,females,,,0,0.02877883,13.035641,0.97122115
data\processed\bfw\asian\n003357\0074_01.jpg,data\processed\bfw\asian\n007378\0049_01.jpg,n003357,n007378,asian,asian,females,females,,,0,0.1812623,10.456692,0.8187377
data\processed\bfw\asian\n000139\0261_01.jpg,data\processed\bfw\asian\n005116\0072_01.jpg,n000139,n005116,asian,asian,females,males,,,0,0.028569788,11.814821,0.9714302
data\processed\bfw\asian\n006148\0040_01.jpg,data\processed\bfw\asian\n006148\0607_02.jpg,n006148,n006148,asian,asian,females,females,,,1,0.2803438,10.594966,0.7196562
data\processed\bfw\asian\n000160\0367_03.jpg,data\processed\bfw\asian\n006619\0553_01.jpg,n000160,n006619,asian,asian,females,females,,,0,0.108772986,9.864163,0.891227
data\processed\bfw\asian\n002320\0006_01.jpg,data\processed\bfw\asian\n004469\0019_02.jpg,n002320,n004469,asian,asian,males,males,,,0,0.21703346,11.316505,0.78296655
data\processed\bfw\asian\n000138\0164_01.jpg,data\processed\bfw\asian\n000138\0326_01.jpg,n000138,n000138,asian,asian,females,females,,,1,0.32809177,8.793726,0.67190826
data\processed\bfw\asian\n004725\0341_01.jpg,data\processed\bfw\asian\n006634\0166_01.jpg,n004725,n006634,asian,asian,males,females,,,0,-0.16770752,13.647557,1.1677076
data\processed\bfw\asian\n007380\0070_01.jpg,data\processed\bfw\asian\n007380\0525_01.jpg,n007380,n007380,asian,asian,females,females,,,1,0.06475954,10.797582,0.93524045
data\processed\bfw\asian\n009287\0160_01.jpg,data\processed\bfw\asian\n009287\0185_01.jpg,n009287,n009287,asian,asian,females,females,,,1,0.4549809,9.364273,0.5450191
data\processed\bfw\asian\n005071\0055_02.jpg,data\processed\bfw\asian\n005063\0030_01.jpg,n005071,n005063,asian,asian,males,females,,,0,0.05938933,11.77709,0.94061065
data\processed\bfw\asian\n004681\0101_01.jpg,data\processed\bfw\asian\n005216\0307_01.jpg,n004681,n005216,asian,asian,males,females,,,0,-0.012217601,11.892171,1.0122176
data\processed\bfw\asian\n008934\0108_01.jpg,data\processed\bfw\asian\n000840\0036_03.jpg,n008934,n000840,asian,asian,females,females,,,0,0.21572429,11.875433,0.7842757
data\processed\bfw\asian\n000873\0111_01.jpg,data\processed\bfw\asian\n000873\0496_01.jpg,n000873,n000873,asian,asian,males,males,,,1,0.3202091,10.504606,0.6797909
data\processed\bfw\asian\n002320\0171_01.jpg,data\processed\bfw\asian\n000135\0272_01.jpg,n002320,n000135,asian,asian,males,females,,,0,-0.018917782,13.064518,1.0189178
data\processed\bfw\asian\n000138\0067_01.jpg,data\processed\bfw\asian\n000138\0087_03.jpg,n000138,n000138,asian,asian,females,females,,,1,0.38726836,9.536216,0.61273164
data\processed\bfw\asian\n008401\0399_01.jpg,data\processed\bfw\asian\n009287\0033_01.jpg,n008401,n009287,asian,asian,females,females,,,0,0.13995111,10.897409,0.8600489
data\processed\bfw\asian\n000161\0241_01.jpg,data\processed\bfw\asian\n006634\0135_01.jpg,n000161,n006634,asian,asian,males,females,,,0,-0.16241337,13.173182,1.1624134
data\processed\bfw\asian\n004935\0061_01.jpg,data\processed\bfw\asian\n009277\0113_01.jpg,n004935,n009277,asian,asian,males,females,,,0,0.08495933,12.4339285,0.9150407
data\processed\bfw\asian\n004221\0243_01.jpg,data\processed\bfw\asian\n004221\0421_02.jpg,n004221,n004221,asian,asian,males,males,,,1,0.14596431,11.628049,0.8540357
data\processed\bfw\asian\n006203\0109_03.jpg,data\processed\bfw\asian\n004466\0052_01.jpg,n006203,n004466,asian,asian,females,males,,,0,0.33618706,8.656803,0.66381294
data\processed\bfw\asian\n000132\0238_02__face_0.jpg,data\processed\bfw\asian\n005474\0239_01.jpg,n000132,n005474,asian,asian,males,females,,,0,0.089931674,10.556954,0.91006833
data\processed\bfw\asian\n004467\0677_01.jpg,data\processed\bfw\asian\n006203\0088_01.jpg,n004467,n006203,asian,asian,males,females,,,0,0.16224949,10.167154,0.8377505
data\processed\bfw\asian\n004686\0030_01.jpg,data\processed\bfw\asian\n004686\0458_01.jpg,n004686,n004686,asian,asian,males,males,,,1,0.44352037,8.508532,0.55647963
data\processed\bfw\asian\n005116\0172_01.jpg,data\processed\bfw\asian\n005116\0228_03.jpg,n005116,n005116,asian,asian,males,males,,,1,0.50331044,8.791109,0.49668956
data\processed\bfw\asian\n009042\0017_03.jpg,data\processed\bfw\asian\n009042\0059_01.jpg,n009042,n009042,asian,asian,females,females,,,1,0.77028584,7.0245085,0.22971416
data\processed\bfw\asian\n003288\0022_01.jpg,data\processed\bfw\asian\n003288\0078_01.jpg,n003288,n003288,asian,asian,females,females,,,1,0.46108967,8.813946,0.5389103
data\processed\bfw\asian\n007089\0066_01.jpg,data\processed\bfw\asian\n006633\0056_01.jpg,n007089,n006633,asian,asian,females,females,,,0,0.14835212,10.740608,0.85164785
data\processed\bfw\asian\n006159\0007_01.jpg,data\processed\bfw\asian\n005177\0321_01.jpg,n006159,n005177,asian,asian,females,males,,,0,0.1477145,13.910326,0.8522855
data\processed\bfw\asian\n000840\0041_01.jpg,data\processed\bfw\asian\n000135\0114_01.jpg,n000840,n000135,asian,asian,females,females,,,0,0.09793031,12.17969,0.9020697
data\processed\bfw\asian\n003288\0022_01.jpg,data\processed\bfw\asian\n009177\0294_02.jpg,n003288,n009177,asian,asian,females,females,,,0,0.12588362,10.709747,0.87411636
data\processed\bfw\asian\n004725\0230_01.jpg,data\processed\bfw\asian\n002775\0034_02.jpg,n004725,n002775,asian,asian,males,males,,,0,0.0507892,13.524068,0.9492108
data\processed\bfw\asian\n000872\0227_01.jpg,data\processed\bfw\asian\n004221\0158_03.jpg,n000872,n004221,asian,asian,males,males,,,0,0.14074032,11.191364,0.85925967
data\processed\bfw\asian\n004948\0016_01.jpg,data\processed\bfw\asian\n004948\0091_01.jpg,n004948,n004948,asian,asian,males,males,,,1,0.3274313,9.269481,0.6725687
data\processed\bfw\asian\n003489\0323_01.jpg,data\processed\bfw\asian\n005378\0234_02.jpg,n003489,n005378,asian,asian,males,females,,,0,0.08402193,11.023318,0.9159781
data\processed\bfw\asian\n000009\0063_01.jpg,data\processed\bfw\asian\n000009\0160_01.jpg,n000009,n000009,asian,asian,females,females,,,1,0.44170204,9.771781,0.558298
data\processed\bfw\asian\n000009\0043_01.jpg,data\processed\bfw\asian\n000161\0255_01.jpg,n000009,n000161,asian,asian,females,males,,,0,0.12011711,10.729944,0.8798829
data\processed\bfw\asian\n005063\0302_06.jpg,data\processed\bfw\asian\n007385\0469_01.jpg,n005063,n007385,asian,asian,females,females,,,0,0.08836778,11.485267,0.91163224
data\processed\bfw\asian\n009042\0020_01.jpg,data\processed\bfw\asian\n000137\0187_01.jpg,n009042,n000137,asian,asian,females,females,,,0,0.34533364,10.039246,0.65466636
data\processed\bfw\asian\n000135\0112_01.jpg,data\processed\bfw\asian\n006619\0216_01.jpg,n000135,n006619,asian,asian,females,females,,,0,0.28805476,9.780103,0.71194524
data\processed\bfw\asian\n004725\0001_01.jpg,data\processed\bfw\asian\n004725\0183_04.jpg,n004725,n004725,asian,asian,males,males,,,1,0.48502195,9.770214,0.51497805
data\processed\bfw\asian\n003354\0020_01.jpg,data\processed\bfw\asian\n003482\0044_02.jpg,n003354,n003482,asian,asian,females,males,,,0,0.18540695,12.794739,0.8145931
data\processed\bfw\asian\n005378\0388_01.jpg,data\processed\bfw\asian\n005378\0409_02.jpg,n005378,n005378,asian,asian,females,females,,,1,0.23666665,11.09406,0.7633333
data\processed\bfw\asian\n004935\0548_01.jpg,data\processed\bfw\asian\n009278\0072_01.jpg,n004935,n009278,asian,asian,males,females,,,0,0.04325095,9.279891,0.9567491
data\processed\bfw\asian\n006223\0096_01.jpg,data\processed\bfw\asian\n006223\0172_01.jpg,n006223,n006223,asian,asian,females,females,,,1,0.55551976,7.653442,0.44448024
data\processed\bfw\asian\n008383\0014_01.jpg,data\processed\bfw\asian\n008383\0139_02.jpg,n008383,n008383,asian,asian,females,females,,,1,0.61803025,7.070429,0.38196975
data\processed\bfw\asian\n008163\0041_01.jpg,data\processed\bfw\asian\n008163\0213_01.jpg,n008163,n008163,asian,asian,females,females,,,1,0.55184203,7.7830224,0.44815797
data\processed\bfw\asian\n000139\0311_01.jpg,data\processed\bfw\asian\n003223\0084_01.jpg,n000139,n003223,asian,asian,females,males,,,0,0.15787992,10.733724,0.84212005
data\processed\bfw\asian\n003354\0346_02.jpg,data\processed\bfw\asian\n006633\0299_01.jpg,n003354,n006633,asian,asian,females,females,,,0,0.26405808,9.436296,0.7359419
data\processed\bfw\asian\n002725\0086_01.jpg,data\processed\bfw\asian\n009125\0100_01.jpg,n002725,n009125,asian,asian,females,females,,,0,0.4371195,10.351203,0.5628805
data\processed\bfw\asian\n006736\0121_03.jpg,data\processed\bfw\asian\n006736\0537_01.jpg,n006736,n006736,asian,asian,females,females,,,1,0.69845223,8.386402,0.30154777
data\processed\bfw\asian\n004877\0004_01.jpg,data\processed\bfw\asian\n003167\0042_18.jpg,n004877,n003167,asian,asian,females,males,,,0,-0.019988494,14.584686,1.0199885
data\processed\bfw\asian\n003354\0027_01.jpg,data\processed\bfw\asian\n009177\0136_01.jpg,n003354,n009177,asian,asian,females,females,,,0,0.22244059,11.695418,0.7775594
data\processed\bfw\asian\n004787\0158_01.jpg,data\processed\bfw\asian\n003358\0306_01.jpg,n004787,n003358,asian,asian,females,females,,,0,0.105984956,12.46099,0.8940151
data\processed\bfw\asian\n004108\0131_01.jpg,data\processed\bfw\asian\n004930\0135_01.jpg,n004108,n004930,asian,asian,males,females,,,0,-0.030589141,10.918404,1.0305891
data\processed\bfw\asian\n003027\0037_01.jpg,data\processed\bfw\asian\n000856\0004_01.jpg,n003027,n000856,asian,asian,males,females,,,0,0.07549183,12.19908,0.92450815
data\processed\bfw\asian\n005216\0026_01.jpg,data\processed\bfw\asian\n004809\0221_01.jpg,n005216,n004809,asian,asian,females,males,,,0,0.04101537,14.169675,0.9589846
data\processed\bfw\asian\n004786\0128_03.jpg,data\processed\bfw\asian\n002331\0255_01.jpg,n004786,n002331,asian,asian,females,males,,,0,0.16884916,12.40662,0.8311508
data\processed\bfw\asian\n006634\0039_01.jpg,data\processed\bfw\asian\n006634\0114_01.jpg,n006634,n006634,asian,asian,females,females,,,1,0.58260673,8.357054,0.41739327
data\processed\bfw\asian\n006125\0215_01.jpg,data\processed\bfw\asian\n004936\0254_01.jpg,n006125,n004936,asian,asian,females,females,,,0,0.3693863,8.48093,0.6306137
data\processed\bfw\asian\n007372\0086_01.jpg,data\processed\bfw\asian\n007372\0252_01.jpg,n007372,n007372,asian,asian,females,females,,,1,0.31427345,8.550767,0.6857265
data\processed\bfw\asian\n003463\0132_01.jpg,data\processed\bfw\asian\n000856\0014_01.jpg,n003463,n000856,asian,asian,males,females,,,0,-0.044719707,12.402504,1.0447197
data\processed\bfw\asian\n003155\0004_01.jpg,data\processed\bfw\asian\n006223\0033_01.jpg,n003155,n006223,asian,asian,males,females,,,0,0.16275588,12.0591955,0.83724415
data\processed\bfw\asian\n003162\0050_01.jpg,data\processed\bfw\asian\n003162\0508_01.jpg,n003162,n003162,asian,asian,males,males,,,1,0.53848165,9.003012,0.46151835
data\processed\bfw\asian\n004785\0125_01.jpg,data\processed\bfw\asian\n004785\0275_01.jpg,n004785,n004785,asian,asian,females,females,,,1,0.5912388,8.355547,0.4087612
data\processed\bfw\asian\n005446\0042_05.jpg,data\processed\bfw\asian\n005446\0141_01.jpg,n005446,n005446,asian,asian,females,females,,,1,0.42224422,9.859341,0.5777558
data\processed\bfw\asian\n003288\0078_01.jpg,data\processed\bfw\asian\n007899\0073_01.jpg,n003288,n007899,asian,asian,females,females,,,0,0.4150946,9.606194,0.5849054
data\processed\bfw\asian\n006203\0160_01.jpg,data\processed\bfw\asian\n006203\0430_01.jpg,n006203,n006203,asian,asian,females,females,,,1,0.13792583,10.562819,0.86207414
data\processed\bfw\asian\n007814\0485_01.jpg,data\processed\bfw\asian\n004930\0290_01.jpg,n007814,n004930,asian,asian,females,females,,,0,0.16176997,10.765231,0.83823
data\processed\bfw\asian\n002552\0185_01.jpg,data\processed\bfw\asian\n009177\0162_02.jpg,n002552,n009177,asian,asian,males,females,,,0,-0.08637163,12.009321,1.0863717
data\processed\bfw\asian\n004786\0197_02.jpg,data\processed\bfw\asian\n004860\0236_01.jpg,n004786,n004860,asian,asian,females,females,,,0,0.30104026,10.719531,0.6989597
data\processed\bfw\asian\n001562\0360_02.jpg,data\processed\bfw\asian\n004681\0020_01.jpg,n001562,n004681,asian,asian,males,males,,,0,-0.067435734,13.11568,1.0674357
data\processed\bfw\asian\n004108\0096_01.jpg,data\processed\bfw\asian\n004108\0267_02.jpg,n004108,n004108,asian,asian,males,males,,,1,0.3743884,10.168322,0.6256116
data\processed\bfw\asian\n004787\0128_01.jpg,data\processed\bfw\asian\n000158\0367_01.jpg,n004787,n000158,asian,asian,females,males,,,0,0.092661776,11.19067,0.9073382
data\processed\bfw\asian\n008401\0294_01.jpg,data\processed\bfw\asian\n008401\0521_02.jpg,n008401,n008401,asian,asian,females,females,,,1,0.19728196,12.162928,0.80271804
data\processed\bfw\asian\n005078\0278_01.jpg,data\processed\bfw\asian\n001572\0242_01.jpg,n005078,n001572,asian,asian,males,females,,,0,-0.011713332,11.097846,1.0117134
data\processed\bfw\asian\n007814\0652_01.jpg,data\processed\bfw\asian\n001864\0071_01.jpg,n007814,n001864,asian,asian,females,males,,,0,0.04625512,11.210334,0.9537449
data\processed\bfw\asian\n000158\0199_03.jpg,data\processed\bfw\asian\n005069\0017_02.jpg,n000158,n005069,asian,asian,males,females,,,0,0.11174177,11.739926,0.8882582
data\processed\bfw\asian\n006358\0010_01.jpg,data\processed\bfw\asian\n006358\0085_04.jpg,n006358,n006358,asian,asian,females,females,,,1,0.4476339,10.240236,0.55236614
data\processed\bfw\asian\n002552\0252_02.jpg,data\processed\bfw\asian\n002552\0368_01.jpg,n002552,n002552,asian,asian,males,males,,,1,0.37515092,10.625426,0.6248491
data\processed\bfw\asian\n004109\0047_02.jpg,data\processed\bfw\asian\n004930\0290_01.jpg,n004109,n004930,asian,asian,males,females,,,0,0.20377982,9.217204,0.7962202
data\processed\bfw\asian\n004681\0232_01.jpg,data\processed\bfw\asian\n004681\0398_01.jpg,n004681,n004681,asian,asian,males,males,,,1,0.12428071,10.378349,0.8757193
data\processed\bfw\asian\n002775\0069_01.jpg,data\processed\bfw\asian\n000009\0356_06.jpg,n002775,n000009,asian,asian,males,females,,,0,0.093472384,13.973287,0.90652764
data\processed\bfw\asian\n007664\0153_01.jpg,data\processed\bfw\asian\n001864\0078_01.jpg,n007664,n001864,asian,asian,females,males,,,0,0.0060916836,11.5479145,0.99390835
data\processed\bfw\asian\n002644\0105_01.jpg,data\processed\bfw\asian\n002644\0966_01.jpg,n002644,n002644,asian,asian,males,males,,,1,0.13082983,8.759517,0.8691702
data\processed\bfw\asian\n003288\0120_01.jpg,data\processed\bfw\asian\n001864\0112_03.jpg,n003288,n001864,asian,asian,females,males,,,0,0.24826472,9.533731,0.75173527
data\processed\bfw\asian\n009277\0358_01.jpg,data\processed\bfw\asian\n005077\0020_01.jpg,n009277,n005077,asian,asian,females,females,,,0,0.117026374,10.670884,0.8829736
data\processed\bfw\asian\n004809\0356_01.jpg,data\processed\bfw\asian\n000854\0045_01.jpg,n004809,n000854,asian,asian,males,females,,,0,0.016296567,13.076288,0.98370343
data\processed\bfw\asian\n004864\0003_01.jpg,data\processed\bfw\asian\n007814\0016_01.jpg,n004864,n007814,asian,asian,females,females,,,0,0.1266643,10.840531,0.8733357
data\processed\bfw\asian\n003355\0082_01.jpg,data\processed\bfw\asian\n009137\0321_02.jpg,n003355,n009137,asian,asian,males,females,,,0,0.030152498,12.558719,0.9698475
data\processed\bfw\asian\n005072\0302_01.jpg,data\processed\bfw\asian\n000873\0176_01.jpg,n005072,n000873,asian,asian,males,males,,,0,0.11692842,11.993833,0.8830716
data\processed\bfw\asian\n004549\0303_01.jpg,data\processed\bfw\asian\n003489\0191_01.jpg,n004549,n003489,asian,asian,females,males,,,0,0.026691234,10.188713,0.97330874
data\processed\bfw\asian\n005072\0043_05.jpg,data\processed\bfw\asian\n005072\0184_03.jpg,n005072,n005072,asian,asian,males,males,,,1,0.5186916,9.023963,0.4813084
data\processed\bfw\asian\n007816\0375_01.jpg,data\processed\bfw\asian\n007816\0442_03.jpg,n007816,n007816,asian,asian,females,females,,,1,0.35212487,9.376078,0.64787513
data\processed\bfw\asian\n006418\0021_02.jpg,data\processed\bfw\asian\n006418\0251_02.jpg,n006418,n006418,asian,asian,females,females,,,1,0.21805218,10.701675,0.78194785
data\processed\bfw\asian\n002406\0173_01.jpg,data\processed\bfw\asian\n001496\0171_01.jpg,n002406,n001496,asian,asian,males,males,,,0,0.17239329,10.9537525,0.8276067
data\processed\bfw\asian\n004800\0111_01.jpg,data\processed\bfw\asian\n009137\0070_01.jpg,n004800,n009137,asian,asian,males,females,,,0,0.35974228,8.3991785,0.6402577
data\processed\bfw\asian\n004935\0061_01.jpg,data\processed\bfw\asian\n004935\0124_01.jpg,n004935,n004935,asian,asian,males,males,,,1,0.5458917,9.584544,0.4541083
data\processed\bfw\asian\n007372\0112_05.jpg,data\processed\bfw\asian\n003824\0190_03.jpg,n007372,n003824,asian,asian,females,females,,,0,0.11049517,13.143464,0.88950485
data\processed\bfw\asian\n003467\0042_01.jpg,data\processed\bfw\asian\n003467\0094_01.jpg,n003467,n003467,asian,asian,females,females,,,1,0.39703813,9.728531,0.6029619
data\processed\bfw\asian\n007814\0057_01.jpg,data\processed\bfw\asian\n004809\0208_01.jpg,n007814,n004809,asian,asian,females,males,,,0,0.08175677,12.565786,0.9182432
data\processed\bfw\asian\n004725\0121_01.jpg,data\processed\bfw\asian\n004725\0230_01.jpg,n004725,n004725,asian,asian,males,males,,,1,0.34157398,10.819982,0.65842605
data\processed\bfw\asian\n000840\0015_01.jpg,data\processed\bfw\asian\n006159\0122_01.jpg,n000840,n006159,asian,asian,females,females,,,0,0.087816186,12.243244,0.9121838
data\processed\bfw\asian\n003156\0077_01.jpg,data\processed\bfw\asian\n003156\0105_01.jpg,n003156,n003156,asian,asian,males,males,,,1,-0.005570117,11.37931,1.0055702
data\processed\bfw\asian\n004948\0199_02.jpg,data\processed\bfw\asian\n003533\0574_01.jpg,n004948,n003533,asian,asian,males,males,,,0,-0.060800992,13.174594,1.060801
data\processed\bfw\asian\n003463\0485_01.jpg,data\processed\bfw\asian\n000161\0241_01.jpg,n003463,n000161,asian,asian,males,males,,,0,0.11924526,9.937504,0.8807547
data\processed\bfw\asian\n004786\0097_02.jpg,data\processed\bfw\asian\n004786\0129_01.jpg,n004786,n004786,asian,asian,females,females,,,1,0.4564428,9.118968,0.54355717
data\processed\bfw\asian\n004469\0083_02.jpg,data\processed\bfw\asian\n000132\0027_01__face_0.jpg,n004469,n000132,asian,asian,males,males,,,0,0.23230565,11.354276,0.76769435
data\processed\bfw\asian\n006203\0085_03.jpg,data\processed\bfw\asian\n004809\0013_04.jpg,n006203,n004809,asian,asian,females,males,,,0,0.01605904,10.127259,0.98394096
data\processed\bfw\asian\n004800\0702_02.jpg,data\processed\bfw\asian\n004800\0828_02.jpg,n004800,n004800,asian,asian,males,males,,,1,0.004412518,10.486866,0.99558747
data\processed\bfw\asian\n001976\0077_02.jpg,data\processed\bfw\asian\n001976\0441_01.jpg,n001976,n001976,asian,asian,males,males,,,1,0.21383677,10.963975,0.7861632
data\processed\bfw\asian\n008401\0097_02.jpg,data\processed\bfw\asian\n003355\0145_04.jpg,n008401,n003355,asian,asian,females,males,,,0,0.022691667,13.889566,0.97730833
data\processed\bfw\asian\n006619\0098_01.jpg,data\processed\bfw\asian\n004725\0152_01.jpg,n006619,n004725,asian,asian,females,males,,,0,-0.018648816,10.027131,1.0186489
data\processed\bfw\asian\n005474\0298_05.jpg,data\processed\bfw\asian\n004805\0566_01.jpg,n005474,n004805,asian,asian,females,males,,,0,0.32737166,9.409917,0.67262834
data\processed\bfw\asian\n000137\0248_01.jpg,data\processed\bfw\asian\n000138\0078_01.jpg,n000137,n000138,asian,asian,females,females,,,0,-0.013391599,11.96538,1.0133916
data\processed\bfw\asian\n005177\0063_01.jpg,data\processed\bfw\asian\n004680\0427_01.jpg,n005177,n004680,asian,asian,males,females,,,0,0.12867706,11.732479,0.87132293
data\processed\bfw\asian\n005378\0421_01.jpg,data\processed\bfw\asian\n006736\0318_01.jpg,n005378,n006736,asian,asian,females,females,,,0,0.09480231,13.334666,0.9051977
data\processed\bfw\asian\n004221\0196_05.jpg,data\processed\bfw\asian\n004221\0243_01.jpg,n004221,n004221,asian,asian,males,males,,,1,0.39492154,8.581988,0.60507846
data\processed\bfw\asian\n004472\0312_02.jpg,data\processed\bfw\asian\n005083\0367_02.jpg,n004472,n005083,asian,asian,females,females,,,0,0.2753803,9.878859,0.7246197
data\processed\bfw\asian\n003481\0794_01.jpg,data\processed\bfw\asian\n003153\0624_01.jpg,n003481,n003153,asian,asian,females,females,,,0,0.15367714,11.6911745,0.8463229
data\processed\bfw\asian\n001976\0152_02.jpg,data\processed\bfw\asian\n000872\0227_01.jpg,n001976,n000872,asian,asian,males,males,,,0,0.19620678,10.303559,0.8037932
