image1,image2,identity1,identity2,demographic1,demographic2,gender1,gender2,age1,age2,label,cosine_similarity,euclidean_distance,cosine_distance
data\processed\lfw\lfw\Jennifer_Connelly\Jennifer_Connelly_0004.jpg,data\processed\lfw\lfw\Jeremy_Wotherspoon\Jeremy_Wotherspoon_0001.jpg,Jennifer_Connelly,Jeremy_Wotherspoon,lfw,lfw,,,,,0,0.4288175,8.776764,0.5711825
data\processed\lfw\lfw\Hugo_Chavez\Hugo_Chavez_0009.jpg,data\processed\lfw\lfw\Molly_Sims\Molly_Sims_0001.jpg,Hugo_Chavez,Molly_Sims,lfw,lfw,,,,,0,0.45161566,7.3126764,0.5483843
data\processed\lfw\lfw\Hadley_Bilger\Hadley_Bilger_0001.jpg,data\processed\lfw\lfw\Jesse_Jackson\Jesse_Jackson_0005.jpg,Hadley_Bilger,Jesse_Jackson,lfw,lfw,,,,,0,0.36153492,8.402107,0.63846505
data\processed\lfw\lfw\Keith_Urban\Keith_Urban_0001.jpg,data\processed\lfw\lfw\Zoran_Djindjic\Zoran_Djindjic_0003.jpg,Keith_Urban,Zoran_Djindjic,lfw,lfw,,,,,0,0.4115974,7.317545,0.5884026
data\processed\lfw\lfw\Serena_Williams\Serena_Williams_0019.jpg,data\processed\lfw\lfw\Serena_Williams\Serena_Williams_0034.jpg,Serena_Williams,Serena_Williams,lfw,lfw,,,,,1,0.52357817,7.207514,0.47642183
data\processed\lfw\lfw\GL_Peiris\GL_Peiris_0001.jpg,data\processed\lfw\lfw\Miguel_Aldana_Ibarra\Miguel_Aldana_Ibarra_0001.jpg,GL_Peiris,Miguel_Aldana_Ibarra,lfw,lfw,,,,,0,0.43303835,6.1124487,0.56696165
data\processed\lfw\lfw\Robert_Blake\Robert_Blake_0004.jpg,data\processed\lfw\lfw\Robert_Blake\Robert_Blake_0006.jpg,Robert_Blake,Robert_Blake,lfw,lfw,,,,,1,0.7102746,5.724996,0.28972542
data\processed\lfw\lfw\Kenny_Chesney\Kenny_Chesney_0001.jpg,data\processed\lfw\lfw\Lea_Fastow\Lea_Fastow_0001.jpg,Kenny_Chesney,Lea_Fastow,lfw,lfw,,,,,0,0.41318685,8.407457,0.58681315
data\processed\lfw\lfw\Silvio_Berlusconi\Silvio_Berlusconi_0020.jpg,data\processed\lfw\lfw\Silvio_Berlusconi\Silvio_Berlusconi_0031.jpg,Silvio_Berlusconi,Silvio_Berlusconi,lfw,lfw,,,,,1,0.44615597,6.2366595,0.55384403
data\processed\lfw\lfw\Sharon_Frey\Sharon_Frey_0001.jpg,data\processed\lfw\lfw\Natalie_Maines\Natalie_Maines_0003.jpg,Sharon_Frey,Natalie_Maines,lfw,lfw,,,,,0,0.5208388,9.258315,0.4791612
data\processed\lfw\lfw\Ann_Veneman\Ann_Veneman_0007.jpg,data\processed\lfw\lfw\Ann_Veneman\Ann_Veneman_0009.jpg,Ann_Veneman,Ann_Veneman,lfw,lfw,,,,,1,0.5543752,6.476658,0.44562483
data\processed\lfw\lfw\Dan_Morales\Dan_Morales_0002.jpg,data\processed\lfw\lfw\Dan_Morales\Dan_Morales_0003.jpg,Dan_Morales,Dan_Morales,lfw,lfw,,,,,1,0.5530763,6.642644,0.44692367
data\processed\lfw\lfw\Marion_Fahnestock\Marion_Fahnestock_0001.jpg,data\processed\lfw\lfw\Chandrika_Kumaratunga\Chandrika_Kumaratunga_0001.jpg,Marion_Fahnestock,Chandrika_Kumaratunga,lfw,lfw,,,,,0,0.2768042,8.124103,0.7231958
data\processed\lfw\lfw\Venus_Williams\Venus_Williams_0010.jpg,data\processed\lfw\lfw\Venus_Williams\Venus_Williams_0017.jpg,Venus_Williams,Venus_Williams,lfw,lfw,,,,,1,0.5664096,5.5948043,0.4335904
data\processed\lfw\lfw\Tommy_Thompson\Tommy_Thompson_0002.jpg,data\processed\lfw\lfw\Tommy_Thompson\Tommy_Thompson_0003.jpg,Tommy_Thompson,Tommy_Thompson,lfw,lfw,,,,,1,0.7287548,5.590569,0.27124518
data\processed\lfw\lfw\Paul_Wellstone\Paul_Wellstone_0001.jpg,data\processed\lfw\lfw\Paul_Wellstone\Paul_Wellstone_0002.jpg,Paul_Wellstone,Paul_Wellstone,lfw,lfw,,,,,1,0.6606457,5.3886466,0.33935428
data\processed\lfw\lfw\John_Prescott\John_Prescott_0001.jpg,data\processed\lfw\lfw\Syed_Ibrahim\Syed_Ibrahim_0001.jpg,John_Prescott,Syed_Ibrahim,lfw,lfw,,,,,0,0.51228523,8.897783,0.48771477
data\processed\lfw\lfw\Alec_Baldwin\Alec_Baldwin_0002.jpg,data\processed\lfw\lfw\Alec_Baldwin\Alec_Baldwin_0003.jpg,Alec_Baldwin,Alec_Baldwin,lfw,lfw,,,,,1,0.62086165,5.6136,0.37913835
data\processed\lfw\lfw\John_Travolta\John_Travolta_0001.jpg,data\processed\lfw\lfw\John_Travolta\John_Travolta_0005.jpg,John_Travolta,John_Travolta,lfw,lfw,,,,,1,0.6186775,6.1176987,0.3813225
data\processed\lfw\lfw\Queen_Beatrix\Queen_Beatrix_0001.jpg,data\processed\lfw\lfw\Ratna_Sari_Dewi_Sukarno\Ratna_Sari_Dewi_Sukarno_0001.jpg,Queen_Beatrix,Ratna_Sari_Dewi_Sukarno,lfw,lfw,,,,,0,0.43580088,8.314927,0.5641991
data\processed\lfw\lfw\Kevin_Gil\Kevin_Gil_0001.jpg,data\processed\lfw\lfw\Rachel_Wheatley\Rachel_Wheatley_0001.jpg,Kevin_Gil,Rachel_Wheatley,lfw,lfw,,,,,0,0.33319983,7.627839,0.66680014
data\processed\lfw\lfw\Gabriel_Batistuta\Gabriel_Batistuta_0001.jpg,data\processed\lfw\lfw\Faisal_Saleh_Hayat\Faisal_Saleh_Hayat_0001.jpg,Gabriel_Batistuta,Faisal_Saleh_Hayat,lfw,lfw,,,,,0,0.30711788,8.666422,0.6928821
data\processed\lfw\lfw\Gerhard_Schroeder\Gerhard_Schroeder_0008.jpg,data\processed\lfw\lfw\Gerhard_Schroeder\Gerhard_Schroeder_0093.jpg,Gerhard_Schroeder,Gerhard_Schroeder,lfw,lfw,,,,,1,0.43469656,7.7906294,0.56530344
data\processed\lfw\lfw\James_Robertson_Jr\James_Robertson_Jr_0001.jpg,data\processed\lfw\lfw\Vanessa_Williams\Vanessa_Williams_0001.jpg,James_Robertson_Jr,Vanessa_Williams,lfw,lfw,,,,,0,0.37822622,10.229122,0.6217738
data\processed\lfw\lfw\George_Robertson\George_Robertson_0004.jpg,data\processed\lfw\lfw\George_Robertson\George_Robertson_0018.jpg,George_Robertson,George_Robertson,lfw,lfw,,,,,1,0.3872292,7.6263967,0.6127708
data\processed\lfw\lfw\Barry_Alvarez\Barry_Alvarez_0001.jpg,data\processed\lfw\lfw\Robert_Morvillo\Robert_Morvillo_0001.jpg,Barry_Alvarez,Robert_Morvillo,lfw,lfw,,,,,0,0.45335323,7.0451264,0.5466468
data\processed\lfw\lfw\Michael_Jackson\Michael_Jackson_0003.jpg,data\processed\lfw\lfw\Michael_Jackson\Michael_Jackson_0012.jpg,Michael_Jackson,Michael_Jackson,lfw,lfw,,,,,1,0.48835936,8.582428,0.51164067
data\processed\lfw\lfw\Allen_Rock\Allen_Rock_0001.jpg,data\processed\lfw\lfw\Daniel_Patrick_Moynihan\Daniel_Patrick_Moynihan_0001.jpg,Allen_Rock,Daniel_Patrick_Moynihan,lfw,lfw,,,,,0,0.28883407,6.960691,0.7111659
data\processed\lfw\lfw\Desiree_Lemosi\Desiree_Lemosi_0002.jpg,data\processed\lfw\lfw\Dale_Earnhardt\Dale_Earnhardt_0001.jpg,Desiree_Lemosi,Dale_Earnhardt,lfw,lfw,,,,,0,0.38744676,8.301448,0.61255324
data\processed\lfw\lfw\Giancarlo_Fisichella\Giancarlo_Fisichella_0001.jpg,data\processed\lfw\lfw\Takaloo\Takaloo_0001.jpg,Giancarlo_Fisichella,Takaloo,lfw,lfw,,,,,0,0.34797505,7.819297,0.652025
data\processed\lfw\lfw\Alberta_Lee\Alberta_Lee_0001.jpg,data\processed\lfw\lfw\Kaoru_Hasuike\Kaoru_Hasuike_0001.jpg,Alberta_Lee,Kaoru_Hasuike,lfw,lfw,,,,,0,0.3191111,8.800835,0.6808889
data\processed\lfw\lfw\Yashwant_Sinha\Yashwant_Sinha_0002.jpg,data\processed\lfw\lfw\Yashwant_Sinha\Yashwant_Sinha_0003.jpg,Yashwant_Sinha,Yashwant_Sinha,lfw,lfw,,,,,1,0.51491547,6.7396913,0.48508453
data\processed\lfw\lfw\Soon_Yi\Soon_Yi_0001.jpg,data\processed\lfw\lfw\Masamori_Tokuyama\Masamori_Tokuyama_0001.jpg,Soon_Yi,Masamori_Tokuyama,lfw,lfw,,,,,0,0.15924938,9.87736,0.84075063
data\processed\lfw\lfw\Win_Aung\Win_Aung_0003.jpg,data\processed\lfw\lfw\Joe_Strummer\Joe_Strummer_0001.jpg,Win_Aung,Joe_Strummer,lfw,lfw,,,,,0,0.32146338,8.277829,0.67853665
data\processed\lfw\lfw\James_Wolfensohn\James_Wolfensohn_0004.jpg,data\processed\lfw\lfw\Raja_Ibrahim\Raja_Ibrahim_0001.jpg,James_Wolfensohn,Raja_Ibrahim,lfw,lfw,,,,,0,0.37859765,7.373474,0.6214024
data\processed\lfw\lfw\Ali_Mohammed_Maher\Ali_Mohammed_Maher_0001.jpg,data\processed\lfw\lfw\Mitt_Romney\Mitt_Romney_0001.jpg,Ali_Mohammed_Maher,Mitt_Romney,lfw,lfw,,,,,0,0.5554474,7.03886,0.4445526
data\processed\lfw\lfw\Prince_Rainier_III\Prince_Rainier_III_0001.jpg,data\processed\lfw\lfw\Paul_Farley\Paul_Farley_0001.jpg,Prince_Rainier_III,Paul_Farley,lfw,lfw,,,,,0,0.3338138,7.915033,0.6661862
data\processed\lfw\lfw\Rob_Ramsay\Rob_Ramsay_0001.jpg,data\processed\lfw\lfw\Jake_Gyllenhaal\Jake_Gyllenhaal_0005.jpg,Rob_Ramsay,Jake_Gyllenhaal,lfw,lfw,,,,,0,0.09701834,10.276457,0.90298164
data\processed\lfw\lfw\Muhammad_Saeed_al-Sahhaf\Muhammad_Saeed_al-Sahhaf_0002.jpg,data\processed\lfw\lfw\Muhammad_Saeed_al-Sahhaf\Muhammad_Saeed_al-Sahhaf_0005.jpg,Muhammad_Saeed_al-Sahhaf,Muhammad_Saeed_al-Sahhaf,lfw,lfw,,,,,1,0.38271976,6.26198,0.61728024
data\processed\lfw\lfw\James_Schultz\James_Schultz_0001.jpg,data\processed\lfw\lfw\James_Schultz\James_Schultz_0002.jpg,James_Schultz,James_Schultz,lfw,lfw,,,,,1,0.6422396,5.9596586,0.35776043
data\processed\lfw\lfw\Sarah_Weddington\Sarah_Weddington_0001.jpg,data\processed\lfw\lfw\Toshihiko_Fukui\Toshihiko_Fukui_0002.jpg,Sarah_Weddington,Toshihiko_Fukui,lfw,lfw,,,,,0,0.44740778,7.9822865,0.5525922
data\processed\lfw\lfw\Miyako_Miyazaki\Miyako_Miyazaki_0001.jpg,data\processed\lfw\lfw\Miyako_Miyazaki\Miyako_Miyazaki_0002.jpg,Miyako_Miyazaki,Miyako_Miyazaki,lfw,lfw,,,,,1,0.7884075,6.2566867,0.2115925
data\processed\lfw\lfw\Donna_Walker\Donna_Walker_0001.jpg,data\processed\lfw\lfw\Larry_Campbell\Larry_Campbell_0001.jpg,Donna_Walker,Larry_Campbell,lfw,lfw,,,,,0,0.31220046,7.9395413,0.6877996
data\processed\lfw\lfw\Jeb_Bush\Jeb_Bush_0006.jpg,data\processed\lfw\lfw\Jeb_Bush\Jeb_Bush_0012.jpg,Jeb_Bush,Jeb_Bush,lfw,lfw,,,,,1,0.46304545,7.0965524,0.5369545
data\processed\lfw\lfw\Fred_Funk\Fred_Funk_0001.jpg,data\processed\lfw\lfw\Fred_Funk\Fred_Funk_0002.jpg,Fred_Funk,Fred_Funk,lfw,lfw,,,,,1,0.32401094,7.125,0.67598903
data\processed\lfw\lfw\Jennifer_Keller\Jennifer_Keller_0002.jpg,data\processed\lfw\lfw\Jennifer_Keller\Jennifer_Keller_0004.jpg,Jennifer_Keller,Jennifer_Keller,lfw,lfw,,,,,1,0.77671844,5.112009,0.22328156
data\processed\lfw\lfw\Chan_Ho_Park\Chan_Ho_Park_0001.jpg,data\processed\lfw\lfw\Jose_Canseco_Sr\Jose_Canseco_Sr_0001.jpg,Chan_Ho_Park,Jose_Canseco_Sr,lfw,lfw,,,,,0,0.3830265,6.7599936,0.6169735
data\processed\lfw\lfw\Anna_Kournikova\Anna_Kournikova_0003.jpg,data\processed\lfw\lfw\Anna_Kournikova\Anna_Kournikova_0006.jpg,Anna_Kournikova,Anna_Kournikova,lfw,lfw,,,,,1,0.22891526,6.3160615,0.7710847
data\processed\lfw\lfw\Michelle_Kwan\Michelle_Kwan_0002.jpg,data\processed\lfw\lfw\Michelle_Kwan\Michelle_Kwan_0006.jpg,Michelle_Kwan,Michelle_Kwan,lfw,lfw,,,,,1,0.3510112,9.0343,0.64898884
data\processed\lfw\lfw\Martha_Stewart\Martha_Stewart_0003.jpg,data\processed\lfw\lfw\Martha_Stewart\Martha_Stewart_0004.jpg,Martha_Stewart,Martha_Stewart,lfw,lfw,,,,,1,0.8757108,4.020831,0.124289215
data\processed\lfw\lfw\Susan_Collins\Susan_Collins_0001.jpg,data\processed\lfw\lfw\Ridley_Scott\Ridley_Scott_0001.jpg,Susan_Collins,Ridley_Scott,lfw,lfw,,,,,0,0.21509066,8.586705,0.78490937
data\processed\lfw\lfw\Moon-So-ri\Moon-So-ri_0001.jpg,data\processed\lfw\lfw\Wen_Ho_Lee\Wen_Ho_Lee_0001.jpg,Moon-So-ri,Wen_Ho_Lee,lfw,lfw,,,,,0,0.35309017,7.360539,0.64690983
data\processed\lfw\lfw\Ren_Qingjin\Ren_Qingjin_0001.jpg,data\processed\lfw\lfw\John_Danforth\John_Danforth_0001.jpg,Ren_Qingjin,John_Danforth,lfw,lfw,,,,,0,0.5736522,5.7104244,0.4263478
data\processed\lfw\lfw\Boris_Becker\Boris_Becker_0003.jpg,data\processed\lfw\lfw\Boris_Becker\Boris_Becker_0005.jpg,Boris_Becker,Boris_Becker,lfw,lfw,,,,,1,0.6663835,5.4370923,0.3336165
data\processed\lfw\lfw\Dorthy_Moxley\Dorthy_Moxley_0001.jpg,data\processed\lfw\lfw\Emmanuel_Milingo\Emmanuel_Milingo_0001.jpg,Dorthy_Moxley,Emmanuel_Milingo,lfw,lfw,,,,,0,0.33284843,6.3561153,0.6671516
data\processed\lfw\lfw\Alexandre_Vinokourov\Alexandre_Vinokourov_0001.jpg,data\processed\lfw\lfw\Kelly_Ripa\Kelly_Ripa_0001.jpg,Alexandre_Vinokourov,Kelly_Ripa,lfw,lfw,,,,,0,0.36128086,7.534026,0.63871914
data\processed\lfw\lfw\Justin_Gatlin\Justin_Gatlin_0001.jpg,data\processed\lfw\lfw\Justin_Gatlin\Justin_Gatlin_0002.jpg,Justin_Gatlin,Justin_Gatlin,lfw,lfw,,,,,1,0.67294854,5.0263963,0.32705146
data\processed\lfw\lfw\Ashanti\Ashanti_0003.jpg,data\processed\lfw\lfw\Ashanti\Ashanti_0004.jpg,Ashanti,Ashanti,lfw,lfw,,,,,1,0.56949764,7.9062595,0.43050236
data\processed\lfw\lfw\Woody_Allen\Woody_Allen_0001.jpg,data\processed\lfw\lfw\Woody_Allen\Woody_Allen_0002.jpg,Woody_Allen,Woody_Allen,lfw,lfw,,,,,1,0.29474404,5.7852526,0.705256
data\processed\lfw\lfw\Robert_Fico\Robert_Fico_0001.jpg,data\processed\lfw\lfw\Robert_Fico\Robert_Fico_0002.jpg,Robert_Fico,Robert_Fico,lfw,lfw,,,,,1,0.49437732,7.7692075,0.5056227
data\processed\lfw\lfw\Wayne_Gretzky\Wayne_Gretzky_0003.jpg,data\processed\lfw\lfw\Wayne_Gretzky\Wayne_Gretzky_0004.jpg,Wayne_Gretzky,Wayne_Gretzky,lfw,lfw,,,,,1,0.49123362,6.2064886,0.5087664
data\processed\lfw\lfw\Cate_Blanchett\Cate_Blanchett_0001.jpg,data\processed\lfw\lfw\Cate_Blanchett\Cate_Blanchett_0004.jpg,Cate_Blanchett,Cate_Blanchett,lfw,lfw,,,,,1,0.501139,7.32392,0.498861
data\processed\lfw\lfw\Jason_Campbell\Jason_Campbell_0001.jpg,data\processed\lfw\lfw\Melissa_Stark\Melissa_Stark_0001.jpg,Jason_Campbell,Melissa_Stark,lfw,lfw,,,,,0,0.46800217,8.087815,0.5319978
data\processed\lfw\lfw\Randy_Ferbey\Randy_Ferbey_0001.jpg,data\processed\lfw\lfw\Richard_Rodriguez\Richard_Rodriguez_0001.jpg,Randy_Ferbey,Richard_Rodriguez,lfw,lfw,,,,,0,0.34137285,8.844036,0.65862715
data\processed\lfw\lfw\Alexandra_Rozovskaya\Alexandra_Rozovskaya_0001.jpg,data\processed\lfw\lfw\Jennifer_Lopez\Jennifer_Lopez_0013.jpg,Alexandra_Rozovskaya,Jennifer_Lopez,lfw,lfw,,,,,0,0.4018491,8.601043,0.5981509
data\processed\lfw\lfw\Evelyn_Lauder\Evelyn_Lauder_0001.jpg,data\processed\lfw\lfw\Lucrecia_Orozco\Lucrecia_Orozco_0001.jpg,Evelyn_Lauder,Lucrecia_Orozco,lfw,lfw,,,,,0,0.58185065,7.5117917,0.41814935
data\processed\lfw\lfw\Mark_Hamister\Mark_Hamister_0001.jpg,data\processed\lfw\lfw\Mark_Hamister\Mark_Hamister_0002.jpg,Mark_Hamister,Mark_Hamister,lfw,lfw,,,,,1,0.6463816,6.7617397,0.35361838
data\processed\lfw\lfw\Marcus_Garrettson\Marcus_Garrettson_0001.jpg,data\processed\lfw\lfw\Rocco_Buttiglione\Rocco_Buttiglione_0001.jpg,Marcus_Garrettson,Rocco_Buttiglione,lfw,lfw,,,,,0,0.29725716,9.750242,0.7027428
data\processed\lfw\lfw\Charlize_Theron\Charlize_Theron_0001.jpg,data\processed\lfw\lfw\Louisa_Baileche\Louisa_Baileche_0001.jpg,Charlize_Theron,Louisa_Baileche,lfw,lfw,,,,,0,0.45785862,8.626103,0.5421414
data\processed\lfw\lfw\Amelie_Mauresmo\Amelie_Mauresmo_0008.jpg,data\processed\lfw\lfw\Amelie_Mauresmo\Amelie_Mauresmo_0009.jpg,Amelie_Mauresmo,Amelie_Mauresmo,lfw,lfw,,,,,1,0.60313934,6.9673734,0.39686066
data\processed\lfw\lfw\Bill_Frist\Bill_Frist_0003.jpg,data\processed\lfw\lfw\Bill_Frist\Bill_Frist_0007.jpg,Bill_Frist,Bill_Frist,lfw,lfw,,,,,1,0.49950305,6.659976,0.500497
data\processed\lfw\lfw\Tang_Jiaxuan\Tang_Jiaxuan_0006.jpg,data\processed\lfw\lfw\Tang_Jiaxuan\Tang_Jiaxuan_0011.jpg,Tang_Jiaxuan,Tang_Jiaxuan,lfw,lfw,,,,,1,0.63224727,5.7641015,0.36775273
data\processed\lfw\lfw\David_Heymann\David_Heymann_0003.jpg,data\processed\lfw\lfw\David_Heymann\David_Heymann_0005.jpg,David_Heymann,David_Heymann,lfw,lfw,,,,,1,0.7596817,4.643549,0.2403183
data\processed\lfw\lfw\Jean_Chretien\Jean_Chretien_0010.jpg,data\processed\lfw\lfw\Jean_Chretien\Jean_Chretien_0033.jpg,Jean_Chretien,Jean_Chretien,lfw,lfw,,,,,1,0.48927847,7.7558575,0.51072156
data\processed\lfw\lfw\Cesar_Gaviria\Cesar_Gaviria_0001.jpg,data\processed\lfw\lfw\Amelie_Mauresmo\Amelie_Mauresmo_0006.jpg,Cesar_Gaviria,Amelie_Mauresmo,lfw,lfw,,,,,0,0.5399762,6.571843,0.46002382
data\processed\lfw\lfw\Anthony_Pisciotti\Anthony_Pisciotti_0001.jpg,data\processed\lfw\lfw\Donald_Fehr\Donald_Fehr_0003.jpg,Anthony_Pisciotti,Donald_Fehr,lfw,lfw,,,,,0,0.30914682,8.369826,0.6908532
data\processed\lfw\lfw\Fernando_Gonzalez\Fernando_Gonzalez_0004.jpg,data\processed\lfw\lfw\Fernando_Gonzalez\Fernando_Gonzalez_0008.jpg,Fernando_Gonzalez,Fernando_Gonzalez,lfw,lfw,,,,,1,0.46720442,7.3885427,0.53279555
data\processed\lfw\lfw\Carmen_Electra\Carmen_Electra_0002.jpg,data\processed\lfw\lfw\Carmen_Electra\Carmen_Electra_0006.jpg,Carmen_Electra,Carmen_Electra,lfw,lfw,,,,,1,0.7546868,6.57937,0.24531323
data\processed\lfw\lfw\Eric_Daze\Eric_Daze_0001.jpg,data\processed\lfw\lfw\Ernest_Hollings\Ernest_Hollings_0001.jpg,Eric_Daze,Ernest_Hollings,lfw,lfw,,,,,0,0.42542762,5.910638,0.5745724
data\processed\lfw\lfw\Jake_Brace\Jake_Brace_0001.jpg,data\processed\lfw\lfw\Gerald_Barbarito\Gerald_Barbarito_0001.jpg,Jake_Brace,Gerald_Barbarito,lfw,lfw,,,,,0,0.46473885,8.004811,0.53526115
data\processed\lfw\lfw\Hee-Won_Han\Hee-Won_Han_0003.jpg,data\processed\lfw\lfw\Cindy_Taylor\Cindy_Taylor_0001.jpg,Hee-Won_Han,Cindy_Taylor,lfw,lfw,,,,,0,0.38898292,9.669251,0.6110171
data\processed\lfw\lfw\Sophia_Loren\Sophia_Loren_0004.jpg,data\processed\lfw\lfw\Sophia_Loren\Sophia_Loren_0006.jpg,Sophia_Loren,Sophia_Loren,lfw,lfw,,,,,1,0.49757558,8.348791,0.5024244
data\processed\lfw\lfw\Russell_Crowe\Russell_Crowe_0001.jpg,data\processed\lfw\lfw\Rudolf_Schuster\Rudolf_Schuster_0001.jpg,Russell_Crowe,Rudolf_Schuster,lfw,lfw,,,,,0,0.4769437,7.8252096,0.52305627
data\processed\lfw\lfw\Dennis_Franchione\Dennis_Franchione_0001.jpg,data\processed\lfw\lfw\James_Smith\James_Smith_0002.jpg,Dennis_Franchione,James_Smith,lfw,lfw,,,,,0,0.42044368,6.4208994,0.57955635
data\processed\lfw\lfw\Julianne_Moore\Julianne_Moore_0006.jpg,data\processed\lfw\lfw\Julianne_Moore\Julianne_Moore_0009.jpg,Julianne_Moore,Julianne_Moore,lfw,lfw,,,,,1,0.55614877,7.8335266,0.44385123
data\processed\lfw\lfw\Kevin_Costner\Kevin_Costner_0003.jpg,data\processed\lfw\lfw\Kevin_Costner\Kevin_Costner_0004.jpg,Kevin_Costner,Kevin_Costner,lfw,lfw,,,,,1,0.47502372,8.353275,0.52497625
data\processed\lfw\lfw\Eli_Broad\Eli_Broad_0001.jpg,data\processed\lfw\lfw\Michael_Deutsch\Michael_Deutsch_0001.jpg,Eli_Broad,Michael_Deutsch,lfw,lfw,,,,,0,0.50388414,7.486154,0.49611586
data\processed\lfw\lfw\Gideon_Black\Gideon_Black_0001.jpg,data\processed\lfw\lfw\Herb_Dhaliwal\Herb_Dhaliwal_0001.jpg,Gideon_Black,Herb_Dhaliwal,lfw,lfw,,,,,0,0.41816622,7.4573865,0.5818338
data\processed\lfw\lfw\Mark_Philippoussis\Mark_Philippoussis_0008.jpg,data\processed\lfw\lfw\Mark_Philippoussis\Mark_Philippoussis_0011.jpg,Mark_Philippoussis,Mark_Philippoussis,lfw,lfw,,,,,1,0.65346307,5.6551294,0.34653693
data\processed\lfw\lfw\Paul_Kelleher\Paul_Kelleher_0001.jpg,data\processed\lfw\lfw\Maria_Conchita_Alonso\Maria_Conchita_Alonso_0001.jpg,Paul_Kelleher,Maria_Conchita_Alonso,lfw,lfw,,,,,0,0.20834954,9.218585,0.7916505
data\processed\lfw\lfw\Chris_Rock\Chris_Rock_0001.jpg,data\processed\lfw\lfw\Pete_Rose\Pete_Rose_0002.jpg,Chris_Rock,Pete_Rose,lfw,lfw,,,,,0,0.23592395,9.685664,0.76407605
data\processed\lfw\lfw\Franz_Beckenbauer\Franz_Beckenbauer_0001.jpg,data\processed\lfw\lfw\Mark_Podlesny\Mark_Podlesny_0001.jpg,Franz_Beckenbauer,Mark_Podlesny,lfw,lfw,,,,,0,0.284561,7.8084087,0.71543896
data\processed\lfw\lfw\Carlos_Menem\Carlos_Menem_0016.jpg,data\processed\lfw\lfw\Carlos_Menem\Carlos_Menem_0017.jpg,Carlos_Menem,Carlos_Menem,lfw,lfw,,,,,1,0.53458714,7.350159,0.46541286
