image1,image2,identity1,identity2,demographic1,demographic2,gender1,gender2,age1,age2,label,cosine_similarity,euclidean_distance,cosine_distance
data\processed\bfw\asian\n004681\0101_01.jpg,data\processed\bfw\asian\n005216\0307_01.jpg,n004681,n005216,asian,asian,males,females,,,0,0.21829264,26.146553,0.78170735
data\processed\bfw\asian\n008934\0108_01.jpg,data\processed\bfw\asian\n000840\0036_03.jpg,n008934,n000840,asian,asian,females,females,,,0,0.13002357,29.268404,0.8699764
data\processed\bfw\asian\n000873\0111_01.jpg,data\processed\bfw\asian\n000873\0496_01.jpg,n000873,n000873,asian,asian,males,males,,,1,0.7120135,17.476234,0.28798652
data\processed\bfw\asian\n002320\0171_01.jpg,data\processed\bfw\asian\n000135\0272_01.jpg,n002320,n000135,asian,asian,males,females,,,0,-0.18126136,35.43093,1.1812613
data\processed\bfw\asian\n000138\0067_01.jpg,data\processed\bfw\asian\n000138\0087_03.jpg,n000138,n000138,asian,asian,females,females,,,1,0.664174,18.242535,0.33582598
data\processed\bfw\asian\n008401\0399_01.jpg,data\processed\bfw\asian\n009287\0033_01.jpg,n008401,n009287,asian,asian,females,females,,,0,0.29166752,27.200825,0.7083325
data\processed\bfw\asian\n000161\0241_01.jpg,data\processed\bfw\asian\n006634\0135_01.jpg,n000161,n006634,asian,asian,males,females,,,0,0.01622436,32.594067,0.9837756
data\processed\bfw\asian\n004935\0061_01.jpg,data\processed\bfw\asian\n009277\0113_01.jpg,n004935,n009277,asian,asian,males,females,,,0,0.13324791,28.709053,0.8667521
data\processed\bfw\asian\n004221\0243_01.jpg,data\processed\bfw\asian\n004221\0421_02.jpg,n004221,n004221,asian,asian,males,males,,,1,0.52287835,23.195972,0.47712165
data\processed\bfw\asian\n006203\0109_03.jpg,data\processed\bfw\asian\n004466\0052_01.jpg,n006203,n004466,asian,asian,females,males,,,0,0.45396963,23.865896,0.5460304
data\processed\bfw\asian\n000132\0238_02__face_0.jpg,data\processed\bfw\asian\n005474\0239_01.jpg,n000132,n005474,asian,asian,males,females,,,0,0.20168908,29.44077,0.79831094
data\processed\bfw\asian\n004467\0677_01.jpg,data\processed\bfw\asian\n006203\0088_01.jpg,n004467,n006203,asian,asian,males,females,,,0,0.3526039,24.596693,0.6473961
data\processed\bfw\asian\n004686\0030_01.jpg,data\processed\bfw\asian\n004686\0458_01.jpg,n004686,n004686,asian,asian,males,males,,,1,0.6051794,21.613548,0.39482057
data\processed\bfw\asian\n005116\0172_01.jpg,data\processed\bfw\asian\n005116\0228_03.jpg,n005116,n005116,asian,asian,males,males,,,1,0.7680779,15.640924,0.23192209
data\processed\bfw\asian\n009042\0017_03.jpg,data\processed\bfw\asian\n009042\0059_01.jpg,n009042,n009042,asian,asian,females,females,,,1,0.9061494,9.792838,0.09385061
data\processed\bfw\asian\n003288\0022_01.jpg,data\processed\bfw\asian\n003288\0078_01.jpg,n003288,n003288,asian,asian,females,females,,,1,0.71429336,16.737349,0.28570664
data\processed\bfw\asian\n007089\0066_01.jpg,data\processed\bfw\asian\n006633\0056_01.jpg,n007089,n006633,asian,asian,females,females,,,0,0.13611737,28.06076,0.86388266
data\processed\bfw\asian\n006159\0007_01.jpg,data\processed\bfw\asian\n005177\0321_01.jpg,n006159,n005177,asian,asian,females,males,,,0,0.3168142,26.823774,0.6831858
data\processed\bfw\asian\n000840\0041_01.jpg,data\processed\bfw\asian\n000135\0114_01.jpg,n000840,n000135,asian,asian,females,females,,,0,0.4661621,24.401884,0.5338379
data\processed\bfw\asian\n003288\0022_01.jpg,data\processed\bfw\asian\n009177\0294_02.jpg,n003288,n009177,asian,asian,females,females,,,0,0.26162452,27.577446,0.7383755
data\processed\bfw\asian\n004725\0230_01.jpg,data\processed\bfw\asian\n002775\0034_02.jpg,n004725,n002775,asian,asian,males,males,,,0,0.17593004,29.866316,0.82407
data\processed\bfw\asian\n000872\0227_01.jpg,data\processed\bfw\asian\n004221\0158_03.jpg,n000872,n004221,asian,asian,males,males,,,0,0.22783978,29.6798,0.77216023
data\processed\bfw\asian\n004948\0016_01.jpg,data\processed\bfw\asian\n004948\0091_01.jpg,n004948,n004948,asian,asian,males,males,,,1,0.753504,15.933206,0.24649602
data\processed\bfw\asian\n003489\0323_01.jpg,data\processed\bfw\asian\n005378\0234_02.jpg,n003489,n005378,asian,asian,males,females,,,0,0.16478013,23.89567,0.83521986
data\processed\bfw\asian\n000009\0063_01.jpg,data\processed\bfw\asian\n000009\0160_01.jpg,n000009,n000009,asian,asian,females,females,,,1,0.69178677,17.171204,0.30821323
data\processed\bfw\asian\n000009\0043_01.jpg,data\processed\bfw\asian\n000161\0255_01.jpg,n000009,n000161,asian,asian,females,males,,,0,0.3197192,26.709702,0.6802808
data\processed\bfw\asian\n005063\0302_06.jpg,data\processed\bfw\asian\n007385\0469_01.jpg,n005063,n007385,asian,asian,females,females,,,0,0.105944544,30.521923,0.8940555
data\processed\bfw\asian\n009042\0020_01.jpg,data\processed\bfw\asian\n000137\0187_01.jpg,n009042,n000137,asian,asian,females,females,,,0,0.36911643,26.508234,0.6308836
data\processed\bfw\asian\n000135\0112_01.jpg,data\processed\bfw\asian\n006619\0216_01.jpg,n000135,n006619,asian,asian,females,females,,,0,0.5172463,23.342081,0.4827537
data\processed\bfw\asian\n004725\0001_01.jpg,data\processed\bfw\asian\n004725\0183_04.jpg,n004725,n004725,asian,asian,males,males,,,1,0.74980235,16.470411,0.25019765
data\processed\bfw\asian\n003354\0020_01.jpg,data\processed\bfw\asian\n003482\0044_02.jpg,n003354,n003482,asian,asian,females,males,,,0,0.22465117,27.660074,0.77534884
data\processed\bfw\asian\n005378\0388_01.jpg,data\processed\bfw\asian\n005378\0409_02.jpg,n005378,n005378,asian,asian,females,females,,,1,0.44264218,23.102623,0.5573578
data\processed\bfw\asian\n004935\0548_01.jpg,data\processed\bfw\asian\n009278\0072_01.jpg,n004935,n009278,asian,asian,males,females,,,0,0.31856015,26.005259,0.6814399
data\processed\bfw\asian\n006223\0096_01.jpg,data\processed\bfw\asian\n006223\0172_01.jpg,n006223,n006223,asian,asian,females,females,,,1,0.79286784,14.015011,0.20713216
data\processed\bfw\asian\n008383\0014_01.jpg,data\processed\bfw\asian\n008383\0139_02.jpg,n008383,n008383,asian,asian,females,females,,,1,0.8251899,13.334333,0.17481011
data\processed\bfw\asian\n008163\0041_01.jpg,data\processed\bfw\asian\n008163\0213_01.jpg,n008163,n008163,asian,asian,females,females,,,1,0.8446069,12.000392,0.15539312
data\processed\bfw\asian\n000139\0311_01.jpg,data\processed\bfw\asian\n003223\0084_01.jpg,n000139,n003223,asian,asian,females,males,,,0,0.055838298,32.65918,0.9441617
data\processed\bfw\asian\n003354\0346_02.jpg,data\processed\bfw\asian\n006633\0299_01.jpg,n003354,n006633,asian,asian,females,females,,,0,0.23855774,28.664686,0.76144224
data\processed\bfw\asian\n002725\0086_01.jpg,data\processed\bfw\asian\n009125\0100_01.jpg,n002725,n009125,asian,asian,females,females,,,0,0.48749965,22.16716,0.51250035
data\processed\bfw\asian\n006736\0121_03.jpg,data\processed\bfw\asian\n006736\0537_01.jpg,n006736,n006736,asian,asian,females,females,,,1,0.7403318,16.868195,0.25966817
data\processed\bfw\asian\n004877\0004_01.jpg,data\processed\bfw\asian\n003167\0042_18.jpg,n004877,n003167,asian,asian,females,males,,,0,0.20622407,27.700466,0.7937759
data\processed\bfw\asian\n003354\0027_01.jpg,data\processed\bfw\asian\n009177\0136_01.jpg,n003354,n009177,asian,asian,females,females,,,0,0.09756875,30.685461,0.90243125
data\processed\bfw\asian\n004787\0158_01.jpg,data\processed\bfw\asian\n003358\0306_01.jpg,n004787,n003358,asian,asian,females,females,,,0,0.40342233,26.176954,0.59657764
data\processed\bfw\asian\n004108\0131_01.jpg,data\processed\bfw\asian\n004930\0135_01.jpg,n004108,n004930,asian,asian,males,females,,,0,0.2524666,28.987053,0.74753344
data\processed\bfw\asian\n003027\0037_01.jpg,data\processed\bfw\asian\n000856\0004_01.jpg,n003027,n000856,asian,asian,males,females,,,0,0.1650771,28.546928,0.8349229
data\processed\bfw\asian\n005216\0026_01.jpg,data\processed\bfw\asian\n004809\0221_01.jpg,n005216,n004809,asian,asian,females,males,,,0,0.07349428,29.398623,0.92650574
data\processed\bfw\asian\n004786\0128_03.jpg,data\processed\bfw\asian\n002331\0255_01.jpg,n004786,n002331,asian,asian,females,males,,,0,0.082611844,31.606647,0.91738814
data\processed\bfw\asian\n006634\0039_01.jpg,data\processed\bfw\asian\n006634\0114_01.jpg,n006634,n006634,asian,asian,females,females,,,1,0.83262086,13.071136,0.16737914
data\processed\bfw\asian\n006125\0215_01.jpg,data\processed\bfw\asian\n004936\0254_01.jpg,n006125,n004936,asian,asian,females,females,,,0,0.20211403,28.61365,0.79788595
data\processed\bfw\asian\n007372\0086_01.jpg,data\processed\bfw\asian\n007372\0252_01.jpg,n007372,n007372,asian,asian,females,females,,,1,0.5141972,23.442356,0.48580283
data\processed\bfw\asian\n003463\0132_01.jpg,data\processed\bfw\asian\n000856\0014_01.jpg,n003463,n000856,asian,asian,males,females,,,0,0.41486347,25.808283,0.58513653
data\processed\bfw\asian\n003155\0004_01.jpg,data\processed\bfw\asian\n006223\0033_01.jpg,n003155,n006223,asian,asian,males,females,,,0,0.112819366,31.62406,0.8871806
data\processed\bfw\asian\n003162\0050_01.jpg,data\processed\bfw\asian\n003162\0508_01.jpg,n003162,n003162,asian,asian,males,males,,,1,0.78759986,14.763274,0.21240014
data\processed\bfw\asian\n004785\0125_01.jpg,data\processed\bfw\asian\n004785\0275_01.jpg,n004785,n004785,asian,asian,females,females,,,1,0.75216484,14.985686,0.24783516
data\processed\bfw\asian\n005446\0042_05.jpg,data\processed\bfw\asian\n005446\0141_01.jpg,n005446,n005446,asian,asian,females,females,,,1,0.6076127,19.238892,0.39238727
data\processed\bfw\asian\n003288\0078_01.jpg,data\processed\bfw\asian\n007899\0073_01.jpg,n003288,n007899,asian,asian,females,females,,,0,0.49765655,22.146603,0.5023434
data\processed\bfw\asian\n006203\0160_01.jpg,data\processed\bfw\asian\n006203\0430_01.jpg,n006203,n006203,asian,asian,females,females,,,1,0.6311308,19.674477,0.3688692
data\processed\bfw\asian\n007814\0485_01.jpg,data\processed\bfw\asian\n004930\0290_01.jpg,n007814,n004930,asian,asian,females,females,,,0,0.17085336,29.47957,0.8291466
data\processed\bfw\asian\n002552\0185_01.jpg,data\processed\bfw\asian\n009177\0162_02.jpg,n002552,n009177,asian,asian,males,females,,,0,-0.0024950723,33.149185,1.002495
data\processed\bfw\asian\n004786\0197_02.jpg,data\processed\bfw\asian\n004860\0236_01.jpg,n004786,n004860,asian,asian,females,females,,,0,0.34445715,24.855057,0.65554285
data\processed\bfw\asian\n001562\0360_02.jpg,data\processed\bfw\asian\n004681\0020_01.jpg,n001562,n004681,asian,asian,males,males,,,0,0.07986514,29.500805,0.92013484
data\processed\bfw\asian\n004108\0096_01.jpg,data\processed\bfw\asian\n004108\0267_02.jpg,n004108,n004108,asian,asian,males,males,,,1,0.5559231,21.118235,0.4440769
data\processed\bfw\asian\n004787\0128_01.jpg,data\processed\bfw\asian\n000158\0367_01.jpg,n004787,n000158,asian,asian,females,males,,,0,-0.04613488,35.19746,1.0461348
data\processed\bfw\asian\n008401\0294_01.jpg,data\processed\bfw\asian\n008401\0521_02.jpg,n008401,n008401,asian,asian,females,females,,,1,0.6064682,21.035334,0.3935318
data\processed\bfw\asian\n005078\0278_01.jpg,data\processed\bfw\asian\n001572\0242_01.jpg,n005078,n001572,asian,asian,males,females,,,0,0.17171344,29.530918,0.8282865
data\processed\bfw\asian\n007814\0652_01.jpg,data\processed\bfw\asian\n001864\0071_01.jpg,n007814,n001864,asian,asian,females,males,,,0,0.26773685,27.776857,0.73226315
data\processed\bfw\asian\n000158\0199_03.jpg,data\processed\bfw\asian\n005069\0017_02.jpg,n000158,n005069,asian,asian,males,females,,,0,0.29756784,28.118845,0.70243216
data\processed\bfw\asian\n006358\0010_01.jpg,data\processed\bfw\asian\n006358\0085_04.jpg,n006358,n006358,asian,asian,females,females,,,1,0.7966626,15.941041,0.20333737
data\processed\bfw\asian\n002552\0252_02.jpg,data\processed\bfw\asian\n002552\0368_01.jpg,n002552,n002552,asian,asian,males,males,,,1,0.74785507,15.889976,0.25214493
data\processed\bfw\asian\n004109\0047_02.jpg,data\processed\bfw\asian\n004930\0290_01.jpg,n004109,n004930,asian,asian,males,females,,,0,0.38014406,26.091734,0.61985594
data\processed\bfw\asian\n004681\0232_01.jpg,data\processed\bfw\asian\n004681\0398_01.jpg,n004681,n004681,asian,asian,males,males,,,1,0.6231257,18.76717,0.37687433
data\processed\bfw\asian\n002775\0069_01.jpg,data\processed\bfw\asian\n000009\0356_06.jpg,n002775,n000009,asian,asian,males,females,,,0,0.019521283,31.533285,0.9804787
data\processed\bfw\asian\n007664\0153_01.jpg,data\processed\bfw\asian\n001864\0078_01.jpg,n007664,n001864,asian,asian,females,males,,,0,0.14206913,30.49164,0.8579309
data\processed\bfw\asian\n002644\0105_01.jpg,data\processed\bfw\asian\n002644\0966_01.jpg,n002644,n002644,asian,asian,males,males,,,1,0.67063105,17.462936,0.32936895
data\processed\bfw\asian\n003288\0120_01.jpg,data\processed\bfw\asian\n001864\0112_03.jpg,n003288,n001864,asian,asian,females,males,,,0,0.34943673,25.620037,0.65056324
data\processed\bfw\asian\n009277\0358_01.jpg,data\processed\bfw\asian\n005077\0020_01.jpg,n009277,n005077,asian,asian,females,females,,,0,0.26248047,27.630527,0.7375195
data\processed\bfw\asian\n004809\0356_01.jpg,data\processed\bfw\asian\n000854\0045_01.jpg,n004809,n000854,asian,asian,males,females,,,0,0.15118352,28.430088,0.8488165
data\processed\bfw\asian\n004864\0003_01.jpg,data\processed\bfw\asian\n007814\0016_01.jpg,n004864,n007814,asian,asian,females,females,,,0,0.43365723,24.418417,0.5663428
data\processed\bfw\asian\n003355\0082_01.jpg,data\processed\bfw\asian\n009137\0321_02.jpg,n003355,n009137,asian,asian,males,females,,,0,0.2632932,27.507915,0.7367068
data\processed\bfw\asian\n005072\0302_01.jpg,data\processed\bfw\asian\n000873\0176_01.jpg,n005072,n000873,asian,asian,males,males,,,0,0.5355452,23.489285,0.46445483
data\processed\bfw\asian\n004549\0303_01.jpg,data\processed\bfw\asian\n003489\0191_01.jpg,n004549,n003489,asian,asian,females,males,,,0,0.07473833,30.364962,0.9252617
data\processed\bfw\asian\n005072\0043_05.jpg,data\processed\bfw\asian\n005072\0184_03.jpg,n005072,n005072,asian,asian,males,males,,,1,0.6990959,17.436993,0.3009041
data\processed\bfw\asian\n007816\0375_01.jpg,data\processed\bfw\asian\n007816\0442_03.jpg,n007816,n007816,asian,asian,females,females,,,1,0.6059102,19.608976,0.39408982
data\processed\bfw\asian\n006418\0021_02.jpg,data\processed\bfw\asian\n006418\0251_02.jpg,n006418,n006418,asian,asian,females,females,,,1,0.5144022,22.755505,0.4855978
data\processed\bfw\asian\n002406\0173_01.jpg,data\processed\bfw\asian\n001496\0171_01.jpg,n002406,n001496,asian,asian,males,males,,,0,0.09415738,28.436817,0.9058426
data\processed\bfw\asian\n004800\0111_01.jpg,data\processed\bfw\asian\n009137\0070_01.jpg,n004800,n009137,asian,asian,males,females,,,0,0.29923382,25.097092,0.7007662
data\processed\bfw\asian\n004935\0061_01.jpg,data\processed\bfw\asian\n004935\0124_01.jpg,n004935,n004935,asian,asian,males,males,,,1,0.8054135,13.392906,0.19458652
data\processed\bfw\asian\n007372\0112_05.jpg,data\processed\bfw\asian\n003824\0190_03.jpg,n007372,n003824,asian,asian,females,females,,,0,0.39052197,25.46629,0.609478
data\processed\bfw\asian\n003467\0042_01.jpg,data\processed\bfw\asian\n003467\0094_01.jpg,n003467,n003467,asian,asian,females,females,,,1,0.7167626,17.16941,0.2832374
data\processed\bfw\asian\n007814\0057_01.jpg,data\processed\bfw\asian\n004809\0208_01.jpg,n007814,n004809,asian,asian,females,males,,,0,0.17323305,29.011621,0.82676697
data\processed\bfw\asian\n004725\0121_01.jpg,data\processed\bfw\asian\n004725\0230_01.jpg,n004725,n004725,asian,asian,males,males,,,1,0.47109324,24.131857,0.52890676
data\processed\bfw\asian\n000840\0015_01.jpg,data\processed\bfw\asian\n006159\0122_01.jpg,n000840,n006159,asian,asian,females,females,,,0,0.0783949,32.424183,0.9216051
data\processed\bfw\asian\n003156\0077_01.jpg,data\processed\bfw\asian\n003156\0105_01.jpg,n003156,n003156,asian,asian,males,males,,,1,0.3492815,26.886831,0.6507185
data\processed\bfw\asian\n004948\0199_02.jpg,data\processed\bfw\asian\n003533\0574_01.jpg,n004948,n003533,asian,asian,males,males,,,0,0.06931531,31.357296,0.9306847
data\processed\bfw\asian\n003463\0485_01.jpg,data\processed\bfw\asian\n000161\0241_01.jpg,n003463,n000161,asian,asian,males,males,,,0,0.056109358,32.555244,0.94389063
data\processed\bfw\asian\n004786\0097_02.jpg,data\processed\bfw\asian\n004786\0129_01.jpg,n004786,n004786,asian,asian,females,females,,,1,0.7630526,15.331298,0.23694742
data\processed\bfw\asian\n004469\0083_02.jpg,data\processed\bfw\asian\n000132\0027_01__face_0.jpg,n004469,n000132,asian,asian,males,males,,,0,0.5435473,21.897467,0.45645273
data\processed\bfw\asian\n006203\0085_03.jpg,data\processed\bfw\asian\n004809\0013_04.jpg,n006203,n004809,asian,asian,females,males,,,0,0.38348132,25.19252,0.6165187
data\processed\bfw\asian\n004800\0702_02.jpg,data\processed\bfw\asian\n004800\0828_02.jpg,n004800,n004800,asian,asian,males,males,,,1,0.47092023,23.852575,0.5290798
data\processed\bfw\asian\n001976\0077_02.jpg,data\processed\bfw\asian\n001976\0441_01.jpg,n001976,n001976,asian,asian,males,males,,,1,0.64623517,20.815548,0.35376483
data\processed\bfw\asian\n008401\0097_02.jpg,data\processed\bfw\asian\n003355\0145_04.jpg,n008401,n003355,asian,asian,females,males,,,0,0.2950402,24.489584,0.7049598
data\processed\bfw\asian\n006619\0098_01.jpg,data\processed\bfw\asian\n004725\0152_01.jpg,n006619,n004725,asian,asian,females,males,,,0,-0.019682465,34.11762,1.0196824
data\processed\bfw\asian\n005474\0298_05.jpg,data\processed\bfw\asian\n004805\0566_01.jpg,n005474,n004805,asian,asian,females,males,,,0,0.36311224,26.438677,0.6368878
data\processed\bfw\asian\n000137\0248_01.jpg,data\processed\bfw\asian\n000138\0078_01.jpg,n000137,n000138,asian,asian,females,females,,,0,0.053074118,32.30412,0.9469259
data\processed\bfw\asian\n005177\0063_01.jpg,data\processed\bfw\asian\n004680\0427_01.jpg,n005177,n004680,asian,asian,males,females,,,0,0.3399332,26.577623,0.66006684
data\processed\bfw\asian\n005378\0421_01.jpg,data\processed\bfw\asian\n006736\0318_01.jpg,n005378,n006736,asian,asian,females,females,,,0,0.53094363,22.388142,0.46905637
data\processed\bfw\asian\n004221\0196_05.jpg,data\processed\bfw\asian\n004221\0243_01.jpg,n004221,n004221,asian,asian,males,males,,,1,0.76067305,16.99391,0.23932695
data\processed\bfw\asian\n004472\0312_02.jpg,data\processed\bfw\asian\n005083\0367_02.jpg,n004472,n005083,asian,asian,females,females,,,0,0.4072679,25.08619,0.5927321
data\processed\bfw\asian\n003481\0794_01.jpg,data\processed\bfw\asian\n003153\0624_01.jpg,n003481,n003153,asian,asian,females,females,,,0,0.4872866,24.536022,0.51271343
data\processed\bfw\asian\n001976\0152_02.jpg,data\processed\bfw\asian\n000872\0227_01.jpg,n001976,n000872,asian,asian,males,males,,,0,0.21763241,27.751919,0.7823676
