image1,image2,identity1,identity2,demographic1,demographic2,gender1,gender2,age1,age2,label,cosine_similarity,euclidean_distance,cosine_distance
data\processed\bfw\asian\n007089\0066_01.jpg,data\processed\bfw\asian\n006633\0056_01.jpg,n007089,n006633,asian,asian,females,females,,,0,-0.06296273,28.906635,1.0629628
data\processed\bfw\asian\n006159\0007_01.jpg,data\processed\bfw\asian\n005177\0321_01.jpg,n006159,n005177,asian,asian,females,males,,,0,0.020363042,32.165443,0.97963697
data\processed\bfw\asian\n000840\0041_01.jpg,data\processed\bfw\asian\n000135\0114_01.jpg,n000840,n000135,asian,asian,females,females,,,0,-0.043306768,28.496696,1.0433068
data\processed\bfw\asian\n003288\0022_01.jpg,data\processed\bfw\asian\n009177\0294_02.jpg,n003288,n009177,asian,asian,females,females,,,0,-0.0033539399,25.143305,1.003354
data\processed\bfw\asian\n004725\0230_01.jpg,data\processed\bfw\asian\n002775\0034_02.jpg,n004725,n002775,asian,asian,males,males,,,0,-0.037445433,33.077744,1.0374454
data\processed\bfw\asian\n000872\0227_01.jpg,data\processed\bfw\asian\n004221\0158_03.jpg,n000872,n004221,asian,asian,males,males,,,0,0.034425728,30.588531,0.96557426
data\processed\bfw\asian\n004948\0016_01.jpg,data\processed\bfw\asian\n004948\0091_01.jpg,n004948,n004948,asian,asian,males,males,,,1,0.4495281,21.452797,0.5504719
data\processed\bfw\asian\n003489\0323_01.jpg,data\processed\bfw\asian\n005378\0234_02.jpg,n003489,n005378,asian,asian,males,females,,,0,-0.00866152,28.297644,1.0086615
data\processed\bfw\asian\n000009\0063_01.jpg,data\processed\bfw\asian\n000009\0160_01.jpg,n000009,n000009,asian,asian,females,females,,,1,0.3814066,22.147795,0.6185934
data\processed\bfw\asian\n000009\0043_01.jpg,data\processed\bfw\asian\n000161\0255_01.jpg,n000009,n000161,asian,asian,females,males,,,0,0.08141991,26.86961,0.9185801
data\processed\bfw\asian\n005063\0302_06.jpg,data\processed\bfw\asian\n007385\0469_01.jpg,n005063,n007385,asian,asian,females,females,,,0,-0.1401132,31.600948,1.1401132
data\processed\bfw\asian\n009042\0020_01.jpg,data\processed\bfw\asian\n000137\0187_01.jpg,n009042,n000137,asian,asian,females,females,,,0,0.20409635,26.876095,0.7959037
data\processed\bfw\asian\n000135\0112_01.jpg,data\processed\bfw\asian\n006619\0216_01.jpg,n000135,n006619,asian,asian,females,females,,,0,0.19558716,22.567215,0.80441284
data\processed\bfw\asian\n004725\0001_01.jpg,data\processed\bfw\asian\n004725\0183_04.jpg,n004725,n004725,asian,asian,males,males,,,1,0.56252396,22.132227,0.43747604
data\processed\bfw\asian\n003354\0020_01.jpg,data\processed\bfw\asian\n003482\0044_02.jpg,n003354,n003482,asian,asian,females,males,,,0,0.015238985,30.23189,0.984761
data\processed\bfw\asian\n005378\0388_01.jpg,data\processed\bfw\asian\n005378\0409_02.jpg,n005378,n005378,asian,asian,females,females,,,1,0.17562376,25.177664,0.8243762
data\processed\bfw\asian\n004935\0548_01.jpg,data\processed\bfw\asian\n009278\0072_01.jpg,n004935,n009278,asian,asian,males,females,,,0,0.0012018431,22.512054,0.99879813
data\processed\bfw\asian\n006223\0096_01.jpg,data\processed\bfw\asian\n006223\0172_01.jpg,n006223,n006223,asian,asian,females,females,,,1,0.61498225,17.50379,0.38501775
data\processed\bfw\asian\n008383\0014_01.jpg,data\processed\bfw\asian\n008383\0139_02.jpg,n008383,n008383,asian,asian,females,females,,,1,0.61114013,15.810065,0.38885987
data\processed\bfw\asian\n008163\0041_01.jpg,data\processed\bfw\asian\n008163\0213_01.jpg,n008163,n008163,asian,asian,females,females,,,1,0.48426566,22.140915,0.5157343
data\processed\bfw\asian\n000139\0311_01.jpg,data\processed\bfw\asian\n003223\0084_01.jpg,n000139,n003223,asian,asian,females,males,,,0,0.054299634,27.000095,0.94570035
data\processed\bfw\asian\n003354\0346_02.jpg,data\processed\bfw\asian\n006633\0299_01.jpg,n003354,n006633,asian,asian,females,females,,,0,0.113113046,25.053196,0.88688695
data\processed\bfw\asian\n002725\0086_01.jpg,data\processed\bfw\asian\n009125\0100_01.jpg,n002725,n009125,asian,asian,females,females,,,0,0.12468461,26.141888,0.87531537
data\processed\bfw\asian\n006736\0121_03.jpg,data\processed\bfw\asian\n006736\0537_01.jpg,n006736,n006736,asian,asian,females,females,,,1,0.61027944,19.614561,0.38972056
data\processed\bfw\asian\n004877\0004_01.jpg,data\processed\bfw\asian\n003167\0042_18.jpg,n004877,n003167,asian,asian,females,males,,,0,-0.061163697,30.067513,1.0611637
data\processed\bfw\asian\n003354\0027_01.jpg,data\processed\bfw\asian\n009177\0136_01.jpg,n003354,n009177,asian,asian,females,females,,,0,0.23564892,26.792658,0.76435107
data\processed\bfw\asian\n004787\0158_01.jpg,data\processed\bfw\asian\n003358\0306_01.jpg,n004787,n003358,asian,asian,females,females,,,0,0.037719097,27.269583,0.9622809
data\processed\bfw\asian\n004108\0131_01.jpg,data\processed\bfw\asian\n004930\0135_01.jpg,n004108,n004930,asian,asian,males,females,,,0,-0.03527413,26.83405,1.0352741
data\processed\bfw\asian\n003027\0037_01.jpg,data\processed\bfw\asian\n000856\0004_01.jpg,n003027,n000856,asian,asian,males,females,,,0,0.012738539,31.256292,0.9872615
data\processed\bfw\asian\n005216\0026_01.jpg,data\processed\bfw\asian\n004809\0221_01.jpg,n005216,n004809,asian,asian,females,males,,,0,0.034744706,28.43872,0.9652553
data\processed\bfw\asian\n004786\0128_03.jpg,data\processed\bfw\asian\n002331\0255_01.jpg,n004786,n002331,asian,asian,females,males,,,0,0.07648421,27.060034,0.9235158
data\processed\bfw\asian\n006634\0039_01.jpg,data\processed\bfw\asian\n006634\0114_01.jpg,n006634,n006634,asian,asian,females,females,,,1,0.6367587,17.18138,0.3632413
data\processed\bfw\asian\n006125\0215_01.jpg,data\processed\bfw\asian\n004936\0254_01.jpg,n006125,n004936,asian,asian,females,females,,,0,-0.19113874,28.469807,1.1911387
data\processed\bfw\asian\n007372\0086_01.jpg,data\processed\bfw\asian\n007372\0252_01.jpg,n007372,n007372,asian,asian,females,females,,,1,0.16151707,21.867867,0.8384829
data\processed\bfw\asian\n003463\0132_01.jpg,data\processed\bfw\asian\n000856\0014_01.jpg,n003463,n000856,asian,asian,males,females,,,0,-0.03837493,29.730724,1.0383749
data\processed\bfw\asian\n003155\0004_01.jpg,data\processed\bfw\asian\n006223\0033_01.jpg,n003155,n006223,asian,asian,males,females,,,0,0.0020097352,32.435085,0.99799025
data\processed\bfw\asian\n003162\0050_01.jpg,data\processed\bfw\asian\n003162\0508_01.jpg,n003162,n003162,asian,asian,males,males,,,1,0.5367526,22.332909,0.46324742
data\processed\bfw\asian\n004785\0125_01.jpg,data\processed\bfw\asian\n004785\0275_01.jpg,n004785,n004785,asian,asian,females,females,,,1,0.6007153,16.92581,0.39928472
data\processed\bfw\asian\n005446\0042_05.jpg,data\processed\bfw\asian\n005446\0141_01.jpg,n005446,n005446,asian,asian,females,females,,,1,0.474653,19.829523,0.525347
data\processed\bfw\asian\n003288\0078_01.jpg,data\processed\bfw\asian\n007899\0073_01.jpg,n003288,n007899,asian,asian,females,females,,,0,-0.007602297,29.172867,1.0076023
data\processed\bfw\asian\n006203\0160_01.jpg,data\processed\bfw\asian\n006203\0430_01.jpg,n006203,n006203,asian,asian,females,females,,,1,0.31467116,20.049046,0.68532884
data\processed\bfw\asian\n007814\0485_01.jpg,data\processed\bfw\asian\n004930\0290_01.jpg,n007814,n004930,asian,asian,females,females,,,0,-0.09231602,27.134905,1.092316
data\processed\bfw\asian\n002552\0185_01.jpg,data\processed\bfw\asian\n009177\0162_02.jpg,n002552,n009177,asian,asian,males,females,,,0,-0.11941534,31.03384,1.1194153
data\processed\bfw\asian\n004786\0197_02.jpg,data\processed\bfw\asian\n004860\0236_01.jpg,n004786,n004860,asian,asian,females,females,,,0,0.00744933,26.744299,0.9925507
data\processed\bfw\asian\n001562\0360_02.jpg,data\processed\bfw\asian\n004681\0020_01.jpg,n001562,n004681,asian,asian,males,males,,,0,-0.09593851,32.278416,1.0959386
data\processed\bfw\asian\n004108\0096_01.jpg,data\processed\bfw\asian\n004108\0267_02.jpg,n004108,n004108,asian,asian,males,males,,,1,0.40992433,20.171556,0.5900757
data\processed\bfw\asian\n004787\0128_01.jpg,data\processed\bfw\asian\n000158\0367_01.jpg,n004787,n000158,asian,asian,females,males,,,0,0.019789543,29.588688,0.9802105
data\processed\bfw\asian\n008401\0294_01.jpg,data\processed\bfw\asian\n008401\0521_02.jpg,n008401,n008401,asian,asian,females,females,,,1,0.18094537,25.343027,0.8190546
data\processed\bfw\asian\n005078\0278_01.jpg,data\processed\bfw\asian\n001572\0242_01.jpg,n005078,n001572,asian,asian,males,females,,,0,0.019531295,30.582125,0.9804687
data\processed\bfw\asian\n007814\0652_01.jpg,data\processed\bfw\asian\n001864\0071_01.jpg,n007814,n001864,asian,asian,females,males,,,0,-0.022076152,26.553938,1.0220761
data\processed\bfw\asian\n000158\0199_03.jpg,data\processed\bfw\asian\n005069\0017_02.jpg,n000158,n005069,asian,asian,males,females,,,0,-0.07959403,32.607353,1.079594
data\processed\bfw\asian\n006358\0010_01.jpg,data\processed\bfw\asian\n006358\0085_04.jpg,n006358,n006358,asian,asian,females,females,,,1,0.58323854,19.848099,0.41676146
data\processed\bfw\asian\n002552\0252_02.jpg,data\processed\bfw\asian\n002552\0368_01.jpg,n002552,n002552,asian,asian,males,males,,,1,0.47871476,22.277985,0.52128524
data\processed\bfw\asian\n004109\0047_02.jpg,data\processed\bfw\asian\n004930\0290_01.jpg,n004109,n004930,asian,asian,males,females,,,0,0.05422321,24.794682,0.9457768
data\processed\bfw\asian\n004681\0232_01.jpg,data\processed\bfw\asian\n004681\0398_01.jpg,n004681,n004681,asian,asian,males,males,,,1,0.34535134,24.357761,0.65464866
data\processed\bfw\asian\n002775\0069_01.jpg,data\processed\bfw\asian\n000009\0356_06.jpg,n002775,n000009,asian,asian,males,females,,,0,0.08334419,26.990862,0.9166558
data\processed\bfw\asian\n007664\0153_01.jpg,data\processed\bfw\asian\n001864\0078_01.jpg,n007664,n001864,asian,asian,females,males,,,0,0.05293294,23.608955,0.9470671
data\processed\bfw\asian\n002644\0105_01.jpg,data\processed\bfw\asian\n002644\0966_01.jpg,n002644,n002644,asian,asian,males,males,,,1,-0.017046964,20.7265,1.0170469
data\processed\bfw\asian\n003288\0120_01.jpg,data\processed\bfw\asian\n001864\0112_03.jpg,n003288,n001864,asian,asian,females,males,,,0,-0.014855195,26.626644,1.0148551
data\processed\bfw\asian\n009277\0358_01.jpg,data\processed\bfw\asian\n005077\0020_01.jpg,n009277,n005077,asian,asian,females,females,,,0,-0.114237964,25.69345,1.114238
data\processed\bfw\asian\n004809\0356_01.jpg,data\processed\bfw\asian\n000854\0045_01.jpg,n004809,n000854,asian,asian,males,females,,,0,-0.07164364,27.146637,1.0716436
data\processed\bfw\asian\n004864\0003_01.jpg,data\processed\bfw\asian\n007814\0016_01.jpg,n004864,n007814,asian,asian,females,females,,,0,0.05735968,27.623224,0.9426403
data\processed\bfw\asian\n003355\0082_01.jpg,data\processed\bfw\asian\n009137\0321_02.jpg,n003355,n009137,asian,asian,males,females,,,0,-0.040256042,29.44,1.040256
data\processed\bfw\asian\n005072\0302_01.jpg,data\processed\bfw\asian\n000873\0176_01.jpg,n005072,n000873,asian,asian,males,males,,,0,0.11047798,24.913086,0.889522
data\processed\bfw\asian\n004549\0303_01.jpg,data\processed\bfw\asian\n003489\0191_01.jpg,n004549,n003489,asian,asian,females,males,,,0,-0.12246424,26.614372,1.1224642
data\processed\bfw\asian\n005072\0043_05.jpg,data\processed\bfw\asian\n005072\0184_03.jpg,n005072,n005072,asian,asian,males,males,,,1,0.39812654,21.89929,0.60187346
data\processed\bfw\asian\n007816\0375_01.jpg,data\processed\bfw\asian\n007816\0442_03.jpg,n007816,n007816,asian,asian,females,females,,,1,0.18508306,25.755991,0.81491697
data\processed\bfw\asian\n006418\0021_02.jpg,data\processed\bfw\asian\n006418\0251_02.jpg,n006418,n006418,asian,asian,females,females,,,1,0.1734304,27.78837,0.8265696
data\processed\bfw\asian\n002406\0173_01.jpg,data\processed\bfw\asian\n001496\0171_01.jpg,n002406,n001496,asian,asian,males,males,,,0,0.14815132,27.07105,0.85184866
data\processed\bfw\asian\n004800\0111_01.jpg,data\processed\bfw\asian\n009137\0070_01.jpg,n004800,n009137,asian,asian,males,females,,,0,0.06296998,24.567095,0.93703
data\processed\bfw\asian\n004935\0061_01.jpg,data\processed\bfw\asian\n004935\0124_01.jpg,n004935,n004935,asian,asian,males,males,,,1,0.65523785,19.158838,0.34476215
data\processed\bfw\asian\n007372\0112_05.jpg,data\processed\bfw\asian\n003824\0190_03.jpg,n007372,n003824,asian,asian,females,females,,,0,0.12901635,26.0777,0.87098366
data\processed\bfw\asian\n003467\0042_01.jpg,data\processed\bfw\asian\n003467\0094_01.jpg,n003467,n003467,asian,asian,females,females,,,1,0.29132867,22.629316,0.70867133
data\processed\bfw\asian\n007814\0057_01.jpg,data\processed\bfw\asian\n004809\0208_01.jpg,n007814,n004809,asian,asian,females,males,,,0,0.059267025,28.809366,0.94073296
data\processed\bfw\asian\n004725\0121_01.jpg,data\processed\bfw\asian\n004725\0230_01.jpg,n004725,n004725,asian,asian,males,males,,,1,0.36478093,25.311028,0.6352191
data\processed\bfw\asian\n000840\0015_01.jpg,data\processed\bfw\asian\n006159\0122_01.jpg,n000840,n006159,asian,asian,females,females,,,0,-0.103166595,30.116783,1.1031666
data\processed\bfw\asian\n003156\0077_01.jpg,data\processed\bfw\asian\n003156\0105_01.jpg,n003156,n003156,asian,asian,males,males,,,1,0.2715491,24.657389,0.7284509
data\processed\bfw\asian\n004948\0199_02.jpg,data\processed\bfw\asian\n003533\0574_01.jpg,n004948,n003533,asian,asian,males,males,,,0,-0.04672938,31.380371,1.0467293
data\processed\bfw\asian\n003463\0485_01.jpg,data\processed\bfw\asian\n000161\0241_01.jpg,n003463,n000161,asian,asian,males,males,,,0,-0.040946893,27.142948,1.0409468
data\processed\bfw\asian\n004786\0097_02.jpg,data\processed\bfw\asian\n004786\0129_01.jpg,n004786,n004786,asian,asian,females,females,,,1,0.3984153,19.954659,0.6015847
data\processed\bfw\asian\n004469\0083_02.jpg,data\processed\bfw\asian\n000132\0027_01__face_0.jpg,n004469,n000132,asian,asian,males,males,,,0,0.07950463,31.86622,0.9204954
data\processed\bfw\asian\n006203\0085_03.jpg,data\processed\bfw\asian\n004809\0013_04.jpg,n006203,n004809,asian,asian,females,males,,,0,0.18037115,22.228943,0.81962883
data\processed\bfw\asian\n004800\0702_02.jpg,data\processed\bfw\asian\n004800\0828_02.jpg,n004800,n004800,asian,asian,males,males,,,1,0.084326565,21.672417,0.91567343
data\processed\bfw\asian\n001976\0077_02.jpg,data\processed\bfw\asian\n001976\0441_01.jpg,n001976,n001976,asian,asian,males,males,,,1,0.24066705,25.045893,0.75933295
data\processed\bfw\asian\n008401\0097_02.jpg,data\processed\bfw\asian\n003355\0145_04.jpg,n008401,n003355,asian,asian,females,males,,,0,-0.10782392,31.323288,1.107824
data\processed\bfw\asian\n006619\0098_01.jpg,data\processed\bfw\asian\n004725\0152_01.jpg,n006619,n004725,asian,asian,females,males,,,0,-0.000658746,28.92612,1.0006588
data\processed\bfw\asian\n005474\0298_05.jpg,data\processed\bfw\asian\n004805\0566_01.jpg,n005474,n004805,asian,asian,females,males,,,0,0.11556624,22.231846,0.88443375
data\processed\bfw\asian\n000137\0248_01.jpg,data\processed\bfw\asian\n000138\0078_01.jpg,n000137,n000138,asian,asian,females,females,,,0,0.05377191,27.62106,0.9462281
data\processed\bfw\asian\n005177\0063_01.jpg,data\processed\bfw\asian\n004680\0427_01.jpg,n005177,n004680,asian,asian,males,females,,,0,0.046492953,28.70718,0.95350707
data\processed\bfw\asian\n005378\0421_01.jpg,data\processed\bfw\asian\n006736\0318_01.jpg,n005378,n006736,asian,asian,females,females,,,0,-0.076741934,28.341774,1.0767419
data\processed\bfw\asian\n004221\0196_05.jpg,data\processed\bfw\asian\n004221\0243_01.jpg,n004221,n004221,asian,asian,males,males,,,1,0.46234828,22.601715,0.5376517
data\processed\bfw\asian\n004472\0312_02.jpg,data\processed\bfw\asian\n005083\0367_02.jpg,n004472,n005083,asian,asian,females,females,,,0,0.32619366,21.998505,0.6738063
data\processed\bfw\asian\n003481\0794_01.jpg,data\processed\bfw\asian\n003153\0624_01.jpg,n003481,n003153,asian,asian,females,females,,,0,0.12255603,25.904858,0.87744397
data\processed\bfw\asian\n001976\0152_02.jpg,data\processed\bfw\asian\n000872\0227_01.jpg,n001976,n000872,asian,asian,males,males,,,0,0.0016415403,28.143747,0.9983585
