image1,image2,identity1,identity2,demographic1,demographic2,gender1,gender2,age1,age2,label,cosine_similarity,euclidean_distance,cosine_distance
data\processed\bfw\asian\n000840\0041_01.jpg,data\processed\bfw\asian\n000135\0114_01.jpg,n000840,n000135,asian,asian,females,females,,,0,0.019152744,36.855297,0.98084724
data\processed\bfw\asian\n003288\0022_01.jpg,data\processed\bfw\asian\n009177\0294_02.jpg,n003288,n009177,asian,asian,females,females,,,0,0.08022049,34.461693,0.91977954
data\processed\bfw\asian\n004725\0230_01.jpg,data\processed\bfw\asian\n002775\0034_02.jpg,n004725,n002775,asian,asian,males,males,,,0,-0.08548412,52.3227,1.0854841
data\processed\bfw\asian\n000872\0227_01.jpg,data\processed\bfw\asian\n004221\0158_03.jpg,n000872,n004221,asian,asian,males,males,,,0,0.033636436,37.585747,0.96636355
data\processed\bfw\asian\n004948\0016_01.jpg,data\processed\bfw\asian\n004948\0091_01.jpg,n004948,n004948,asian,asian,males,males,,,1,0.36250615,31.45585,0.63749385
data\processed\bfw\asian\n003489\0323_01.jpg,data\processed\bfw\asian\n005378\0234_02.jpg,n003489,n005378,asian,asian,males,females,,,0,-0.020972388,42.949425,1.0209724
data\processed\bfw\asian\n000009\0063_01.jpg,data\processed\bfw\asian\n000009\0160_01.jpg,n000009,n000009,asian,asian,females,females,,,1,0.2748634,32.412773,0.72513664
data\processed\bfw\asian\n000009\0043_01.jpg,data\processed\bfw\asian\n000161\0255_01.jpg,n000009,n000161,asian,asian,females,males,,,0,0.08506656,38.529297,0.91493344
data\processed\bfw\asian\n005063\0302_06.jpg,data\processed\bfw\asian\n007385\0469_01.jpg,n005063,n007385,asian,asian,females,females,,,0,-0.092868604,43.18345,1.0928686
data\processed\bfw\asian\n009042\0020_01.jpg,data\processed\bfw\asian\n000137\0187_01.jpg,n009042,n000137,asian,asian,females,females,,,0,0.09163668,43.583744,0.90836334
data\processed\bfw\asian\n000135\0112_01.jpg,data\processed\bfw\asian\n006619\0216_01.jpg,n000135,n006619,asian,asian,females,females,,,0,0.18391487,34.11617,0.8160851
data\processed\bfw\asian\n004725\0001_01.jpg,data\processed\bfw\asian\n004725\0183_04.jpg,n004725,n004725,asian,asian,males,males,,,1,0.51524216,33.474525,0.48475784
data\processed\bfw\asian\n003354\0020_01.jpg,data\processed\bfw\asian\n003482\0044_02.jpg,n003354,n003482,asian,asian,females,males,,,0,0.070550814,44.42085,0.9294492
data\processed\bfw\asian\n005378\0388_01.jpg,data\processed\bfw\asian\n005378\0409_02.jpg,n005378,n005378,asian,asian,females,females,,,1,0.14649332,36.0977,0.8535067
data\processed\bfw\asian\n004935\0548_01.jpg,data\processed\bfw\asian\n009278\0072_01.jpg,n004935,n009278,asian,asian,males,females,,,0,0.05479119,36.67768,0.9452088
data\processed\bfw\asian\n006223\0096_01.jpg,data\processed\bfw\asian\n006223\0172_01.jpg,n006223,n006223,asian,asian,females,females,,,1,0.49145183,28.694006,0.50854814
data\processed\bfw\asian\n008383\0014_01.jpg,data\processed\bfw\asian\n008383\0139_02.jpg,n008383,n008383,asian,asian,females,females,,,1,0.66881853,18.755842,0.33118147
data\processed\bfw\asian\n008163\0041_01.jpg,data\processed\bfw\asian\n008163\0213_01.jpg,n008163,n008163,asian,asian,females,females,,,1,0.49701738,29.04369,0.5029826
data\processed\bfw\asian\n000139\0311_01.jpg,data\processed\bfw\asian\n003223\0084_01.jpg,n000139,n003223,asian,asian,females,males,,,0,0.08030005,38.476757,0.91969997
data\processed\bfw\asian\n003354\0346_02.jpg,data\processed\bfw\asian\n006633\0299_01.jpg,n003354,n006633,asian,asian,females,females,,,0,0.14576358,37.2501,0.8542364
data\processed\bfw\asian\n002725\0086_01.jpg,data\processed\bfw\asian\n009125\0100_01.jpg,n002725,n009125,asian,asian,females,females,,,0,0.26437443,33.642986,0.73562557
data\processed\bfw\asian\n006736\0121_03.jpg,data\processed\bfw\asian\n006736\0537_01.jpg,n006736,n006736,asian,asian,females,females,,,1,0.6139465,26.298546,0.3860535
data\processed\bfw\asian\n004877\0004_01.jpg,data\processed\bfw\asian\n003167\0042_18.jpg,n004877,n003167,asian,asian,females,males,,,0,-0.12299519,43.666607,1.1229951
data\processed\bfw\asian\n003354\0027_01.jpg,data\processed\bfw\asian\n009177\0136_01.jpg,n003354,n009177,asian,asian,females,females,,,0,-0.03138102,41.429073,1.031381
data\processed\bfw\asian\n004787\0158_01.jpg,data\processed\bfw\asian\n003358\0306_01.jpg,n004787,n003358,asian,asian,females,females,,,0,0.022367302,35.945587,0.9776327
data\processed\bfw\asian\n004108\0131_01.jpg,data\processed\bfw\asian\n004930\0135_01.jpg,n004108,n004930,asian,asian,males,females,,,0,-0.09964104,40.42895,1.0996411
data\processed\bfw\asian\n003027\0037_01.jpg,data\processed\bfw\asian\n000856\0004_01.jpg,n003027,n000856,asian,asian,males,females,,,0,-0.07146547,45.335464,1.0714655
data\processed\bfw\asian\n005216\0026_01.jpg,data\processed\bfw\asian\n004809\0221_01.jpg,n005216,n004809,asian,asian,females,males,,,0,0.10676067,36.44911,0.8932393
data\processed\bfw\asian\n004786\0128_03.jpg,data\processed\bfw\asian\n002331\0255_01.jpg,n004786,n002331,asian,asian,females,males,,,0,0.07553785,39.92529,0.92446214
data\processed\bfw\asian\n006634\0039_01.jpg,data\processed\bfw\asian\n006634\0114_01.jpg,n006634,n006634,asian,asian,females,females,,,1,0.49944982,28.285078,0.50055015
data\processed\bfw\asian\n006125\0215_01.jpg,data\processed\bfw\asian\n004936\0254_01.jpg,n006125,n004936,asian,asian,females,females,,,0,0.0030020755,35.18184,0.99699795
data\processed\bfw\asian\n007372\0086_01.jpg,data\processed\bfw\asian\n007372\0252_01.jpg,n007372,n007372,asian,asian,females,females,,,1,0.04616096,35.179474,0.95383906
data\processed\bfw\asian\n003463\0132_01.jpg,data\processed\bfw\asian\n000856\0014_01.jpg,n003463,n000856,asian,asian,males,females,,,0,-0.081337616,39.830368,1.0813376
data\processed\bfw\asian\n003155\0004_01.jpg,data\processed\bfw\asian\n006223\0033_01.jpg,n003155,n006223,asian,asian,males,females,,,0,0.11093157,42.49558,0.8890684
data\processed\bfw\asian\n003162\0050_01.jpg,data\processed\bfw\asian\n003162\0508_01.jpg,n003162,n003162,asian,asian,males,males,,,1,0.520425,32.10001,0.47957498
data\processed\bfw\asian\n004785\0125_01.jpg,data\processed\bfw\asian\n004785\0275_01.jpg,n004785,n004785,asian,asian,females,females,,,1,0.33568895,30.324774,0.66431105
data\processed\bfw\asian\n005446\0042_05.jpg,data\processed\bfw\asian\n005446\0141_01.jpg,n005446,n005446,asian,asian,females,females,,,1,0.3115703,29.981085,0.6884297
data\processed\bfw\asian\n003288\0078_01.jpg,data\processed\bfw\asian\n007899\0073_01.jpg,n003288,n007899,asian,asian,females,females,,,0,0.06463623,35.26039,0.93536377
data\processed\bfw\asian\n006203\0160_01.jpg,data\processed\bfw\asian\n006203\0430_01.jpg,n006203,n006203,asian,asian,females,females,,,1,0.13396563,29.734589,0.8660344
data\processed\bfw\asian\n007814\0485_01.jpg,data\processed\bfw\asian\n004930\0290_01.jpg,n007814,n004930,asian,asian,females,females,,,0,-0.20950268,41.118263,1.2095027
data\processed\bfw\asian\n002552\0185_01.jpg,data\processed\bfw\asian\n009177\0162_02.jpg,n002552,n009177,asian,asian,males,females,,,0,-0.11836628,39.672207,1.1183662
data\processed\bfw\asian\n004786\0197_02.jpg,data\processed\bfw\asian\n004860\0236_01.jpg,n004786,n004860,asian,asian,females,females,,,0,0.06920254,33.34188,0.93079746
data\processed\bfw\asian\n001562\0360_02.jpg,data\processed\bfw\asian\n004681\0020_01.jpg,n001562,n004681,asian,asian,males,males,,,0,-0.0991408,44.177586,1.0991408
data\processed\bfw\asian\n004108\0096_01.jpg,data\processed\bfw\asian\n004108\0267_02.jpg,n004108,n004108,asian,asian,males,males,,,1,0.28142688,34.525925,0.7185731
data\processed\bfw\asian\n004787\0128_01.jpg,data\processed\bfw\asian\n000158\0367_01.jpg,n004787,n000158,asian,asian,females,males,,,0,0.007884677,36.82946,0.9921153
data\processed\bfw\asian\n008401\0294_01.jpg,data\processed\bfw\asian\n008401\0521_02.jpg,n008401,n008401,asian,asian,females,females,,,1,0.14253026,37.441257,0.85746974
data\processed\bfw\asian\n005078\0278_01.jpg,data\processed\bfw\asian\n001572\0242_01.jpg,n005078,n001572,asian,asian,males,females,,,0,0.0033980743,43.821712,0.99660194
data\processed\bfw\asian\n007814\0652_01.jpg,data\processed\bfw\asian\n001864\0071_01.jpg,n007814,n001864,asian,asian,females,males,,,0,0.06532089,41.288708,0.9346791
data\processed\bfw\asian\n000158\0199_03.jpg,data\processed\bfw\asian\n005069\0017_02.jpg,n000158,n005069,asian,asian,males,females,,,0,0.15841657,41.253944,0.84158343
data\processed\bfw\asian\n006358\0010_01.jpg,data\processed\bfw\asian\n006358\0085_04.jpg,n006358,n006358,asian,asian,females,females,,,1,0.5714255,26.316,0.4285745
data\processed\bfw\asian\n002552\0252_02.jpg,data\processed\bfw\asian\n002552\0368_01.jpg,n002552,n002552,asian,asian,males,males,,,1,0.2792036,35.537655,0.7207964
data\processed\bfw\asian\n004109\0047_02.jpg,data\processed\bfw\asian\n004930\0290_01.jpg,n004109,n004930,asian,asian,males,females,,,0,0.044267904,37.50154,0.9557321
data\processed\bfw\asian\n004681\0232_01.jpg,data\processed\bfw\asian\n004681\0398_01.jpg,n004681,n004681,asian,asian,males,males,,,1,0.15415666,36.960083,0.8458433
data\processed\bfw\asian\n002775\0069_01.jpg,data\processed\bfw\asian\n000009\0356_06.jpg,n002775,n000009,asian,asian,males,females,,,0,-0.0022205217,41.296413,1.0022205
data\processed\bfw\asian\n007664\0153_01.jpg,data\processed\bfw\asian\n001864\0078_01.jpg,n007664,n001864,asian,asian,females,males,,,0,0.070947714,40.613323,0.9290523
data\processed\bfw\asian\n002644\0105_01.jpg,data\processed\bfw\asian\n002644\0966_01.jpg,n002644,n002644,asian,asian,males,males,,,1,0.084362686,35.16191,0.9156373
data\processed\bfw\asian\n003288\0120_01.jpg,data\processed\bfw\asian\n001864\0112_03.jpg,n003288,n001864,asian,asian,females,males,,,0,0.036375873,36.445927,0.9636241
data\processed\bfw\asian\n009277\0358_01.jpg,data\processed\bfw\asian\n005077\0020_01.jpg,n009277,n005077,asian,asian,females,females,,,0,-0.038507298,39.404724,1.0385073
data\processed\bfw\asian\n004809\0356_01.jpg,data\processed\bfw\asian\n000854\0045_01.jpg,n004809,n000854,asian,asian,males,females,,,0,0.0034842636,36.7651,0.99651575
data\processed\bfw\asian\n004864\0003_01.jpg,data\processed\bfw\asian\n007814\0016_01.jpg,n004864,n007814,asian,asian,females,females,,,0,-0.017319085,37.7388,1.0173191
data\processed\bfw\asian\n003355\0082_01.jpg,data\processed\bfw\asian\n009137\0321_02.jpg,n003355,n009137,asian,asian,males,females,,,0,-0.022261085,44.438602,1.0222611
data\processed\bfw\asian\n005072\0302_01.jpg,data\processed\bfw\asian\n000873\0176_01.jpg,n005072,n000873,asian,asian,males,males,,,0,0.15528272,36.047024,0.84471726
data\processed\bfw\asian\n004549\0303_01.jpg,data\processed\bfw\asian\n003489\0191_01.jpg,n004549,n003489,asian,asian,females,males,,,0,-0.0020783136,37.705563,1.0020783
data\processed\bfw\asian\n005072\0043_05.jpg,data\processed\bfw\asian\n005072\0184_03.jpg,n005072,n005072,asian,asian,males,males,,,1,0.3837826,30.912998,0.6162174
data\processed\bfw\asian\n007816\0375_01.jpg,data\processed\bfw\asian\n007816\0442_03.jpg,n007816,n007816,asian,asian,females,females,,,1,0.19409768,34.38277,0.8059023
data\processed\bfw\asian\n006418\0021_02.jpg,data\processed\bfw\asian\n006418\0251_02.jpg,n006418,n006418,asian,asian,females,females,,,1,0.12618482,34.86898,0.8738152
data\processed\bfw\asian\n002406\0173_01.jpg,data\processed\bfw\asian\n001496\0171_01.jpg,n002406,n001496,asian,asian,males,males,,,0,0.09010486,37.71708,0.9098951
data\processed\bfw\asian\n004800\0111_01.jpg,data\processed\bfw\asian\n009137\0070_01.jpg,n004800,n009137,asian,asian,males,females,,,0,0.123605035,33.947445,0.876395
data\processed\bfw\asian\n004935\0061_01.jpg,data\processed\bfw\asian\n004935\0124_01.jpg,n004935,n004935,asian,asian,males,males,,,1,0.59100366,26.214315,0.40899634
data\processed\bfw\asian\n007372\0112_05.jpg,data\processed\bfw\asian\n003824\0190_03.jpg,n007372,n003824,asian,asian,females,females,,,0,-0.10531309,46.6787,1.1053131
data\processed\bfw\asian\n003467\0042_01.jpg,data\processed\bfw\asian\n003467\0094_01.jpg,n003467,n003467,asian,asian,females,females,,,1,0.31647104,32.78367,0.68352896
data\processed\bfw\asian\n007814\0057_01.jpg,data\processed\bfw\asian\n004809\0208_01.jpg,n007814,n004809,asian,asian,females,males,,,0,0.035885323,37.47964,0.96411467
data\processed\bfw\asian\n004725\0121_01.jpg,data\processed\bfw\asian\n004725\0230_01.jpg,n004725,n004725,asian,asian,males,males,,,1,0.28227264,41.136467,0.71772736
data\processed\bfw\asian\n000840\0015_01.jpg,data\processed\bfw\asian\n006159\0122_01.jpg,n000840,n006159,asian,asian,females,females,,,0,-0.056672536,40.980793,1.0566726
data\processed\bfw\asian\n003156\0077_01.jpg,data\processed\bfw\asian\n003156\0105_01.jpg,n003156,n003156,asian,asian,males,males,,,1,0.14603114,36.816948,0.85396886
data\processed\bfw\asian\n004948\0199_02.jpg,data\processed\bfw\asian\n003533\0574_01.jpg,n004948,n003533,asian,asian,males,males,,,0,-0.05506067,41.66328,1.0550606
data\processed\bfw\asian\n003463\0485_01.jpg,data\processed\bfw\asian\n000161\0241_01.jpg,n003463,n000161,asian,asian,males,males,,,0,-0.049583256,37.861988,1.0495832
data\processed\bfw\asian\n004786\0097_02.jpg,data\processed\bfw\asian\n004786\0129_01.jpg,n004786,n004786,asian,asian,females,females,,,1,0.24116619,32.894745,0.7588338
data\processed\bfw\asian\n004469\0083_02.jpg,data\processed\bfw\asian\n000132\0027_01__face_0.jpg,n004469,n000132,asian,asian,males,males,,,0,0.042762667,43.2964,0.95723736
data\processed\bfw\asian\n006203\0085_03.jpg,data\processed\bfw\asian\n004809\0013_04.jpg,n006203,n004809,asian,asian,females,males,,,0,0.10816751,38.825485,0.8918325
data\processed\bfw\asian\n004800\0702_02.jpg,data\processed\bfw\asian\n004800\0828_02.jpg,n004800,n004800,asian,asian,males,males,,,1,-0.008256124,46.45981,1.0082561
data\processed\bfw\asian\n001976\0077_02.jpg,data\processed\bfw\asian\n001976\0441_01.jpg,n001976,n001976,asian,asian,males,males,,,1,0.23255691,36.118725,0.76744306
data\processed\bfw\asian\n008401\0097_02.jpg,data\processed\bfw\asian\n003355\0145_04.jpg,n008401,n003355,asian,asian,females,males,,,0,-0.17795348,46.45614,1.1779535
data\processed\bfw\asian\n006619\0098_01.jpg,data\processed\bfw\asian\n004725\0152_01.jpg,n006619,n004725,asian,asian,females,males,,,0,0.1092214,40.32869,0.8907786
data\processed\bfw\asian\n005474\0298_05.jpg,data\processed\bfw\asian\n004805\0566_01.jpg,n005474,n004805,asian,asian,females,males,,,0,0.10721686,38.307903,0.89278316
data\processed\bfw\asian\n000137\0248_01.jpg,data\processed\bfw\asian\n000138\0078_01.jpg,n000137,n000138,asian,asian,females,females,,,0,0.04688617,36.99968,0.95311385
data\processed\bfw\asian\n005177\0063_01.jpg,data\processed\bfw\asian\n004680\0427_01.jpg,n005177,n004680,asian,asian,males,females,,,0,0.057165563,39.78734,0.94283444
data\processed\bfw\asian\n005378\0421_01.jpg,data\processed\bfw\asian\n006736\0318_01.jpg,n005378,n006736,asian,asian,females,females,,,0,-0.09574406,41.561523,1.095744
data\processed\bfw\asian\n004221\0196_05.jpg,data\processed\bfw\asian\n004221\0243_01.jpg,n004221,n004221,asian,asian,males,males,,,1,0.33251682,33.33968,0.6674832
data\processed\bfw\asian\n004472\0312_02.jpg,data\processed\bfw\asian\n005083\0367_02.jpg,n004472,n005083,asian,asian,females,females,,,0,0.25242627,33.291878,0.74757373
data\processed\bfw\asian\n003481\0794_01.jpg,data\processed\bfw\asian\n003153\0624_01.jpg,n003481,n003153,asian,asian,females,females,,,0,0.06830538,34.314224,0.9316946
data\processed\bfw\asian\n001976\0152_02.jpg,data\processed\bfw\asian\n000872\0227_01.jpg,n001976,n000872,asian,asian,males,males,,,0,0.10195801,36.25315,0.89804196
